State,Constituency,Candidate,Party,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities
MAHARASHTRA,LATUR,RUPESH SHAMRAO SHANKE,SWATANTRA BHARAT PAKSHA,0,12TH PASS,26,260000,18000
MAHARASHTRA,MADHA,RANJEETSINHA HINDURAO NAIK NIMBALKAR,BJP,2,12TH PASS,42,1275160578,896315287
MAHARASHTRA,MADHA,AAPPA AABA LOKARE,BSP,0,8TH PASS,48,9790000,0
MAHARASHTRA,MADHA,ADV. SACHIN BHASKAR JORE,IND,3,OTHERS,36,5626000,1565000
MAHARASHTRA,MADHA,ADV. VIJAYANAND SHANKARRAO SHINDE,IND,0,GRADUATE PROFESSIONAL,62,,
MAHARASHTRA,MADHA,AJINATH LAXMAN KEVATE,IND,0,POST GRADUATE,46,1964870,165856
MAHARASHTRA,MADHA,AJINKYA AAKARAM SALUNKHE,IND,0,POST GRADUATE,27,50000,0
MAHARASHTRA,MADHA,ANNASO SUKHADEV MASKE,IND,2,OTHERS,53,,
MAHARASHTRA,MADHA,AWARE SIDDHESHWAR BHARAT,IND,3,12TH PASS,27,886370,0
MAHARASHTRA,MADHA,BRAMHAKUMARI PRAMILABEN,AKHIL BHARTIYA EKATA PARTY,3,10TH PASS,58,2856000,0
MAHARASHTRA,MADHA,DAULAT UMAJI SHITOLE,IND,0,LITERATE,43,62512874,112981121
MAHARASHTRA,MADHA,DILIP RAMCHANDRA JADHAV,IND,0,10TH PASS,50,1224000,320000
MAHARASHTRA,MADHA,MARUTI SHIVRAM KESKAR,BAHUJAN AZAD PARTY,1,GRADUATE PROFESSIONAL,63,,
MAHARASHTRA,MADHA,MOHAN VISHNU RAUT,IND,3,12TH PASS,35,1592565,854841
MAHARASHTRA,MADHA,NANASAHEB RAMHARI YADAV,BHARATIYA PRAJA SURAJYA PAKSHA,0,10TH PASS,39,2957500,1522000
MAHARASHTRA,MADHA,NANDU SAMBHAJI MORE,IND,2,12TH PASS,46,,
MAHARASHTRA,MADHA,NAVNATH BHIMRAO PATIL,HINDUSTHAN PRAJA PAKSHA,2,GRADUATE,32,9327127,185000
MAHARASHTRA,MADHA,RAMCHANDRA MAYYAPPA GHUTUKADE,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,GRADUATE PROFESSIONAL,27,239250,0
MAHARASHTRA,MADHA,ROHIT MORE,IND,0,GRADUATE PROFESSIONAL,37,4431500,3600000
MAHARASHTRA,MADHA,SACHIN DNYANESHWAR PADALKAR,IND,0,8TH PASS,30,,
MAHARASHTRA,MADHA,SANDIP JANARADHAN KHARAT,IND,0,12TH PASS,39,1000000,50000
MAHARASHTRA,MADHA,SANDIP VITTHAL POL,IND,0,12TH PASS,46,2722865,0
MAHARASHTRA,MADHA,SANJAYMAMA VITTALRAO SHINDE,NCP,1,GRADUATE,50,,
MAHARASHTRA,MADHA,SANTOSH BALASAHEB BICHUKALE,IND,0,POST GRADUATE,33,6232500,220300
MAHARASHTRA,MADHA,SAVITA ANKUSH AIWLE,IND,0,8TH PASS,40,657950,0
MAHARASHTRA,MADHA,SUNIL GUNDA JADHAV,BAHUJAN MUKTI PARTY,0,8TH PASS,37,267452,430000
MAHARASHTRA,MADHA,VIJAYRAJ BALASAHEB MANE DESHMUKH,IND,0,OTHERS,27,116400,70000
MAHARASHTRA,MADHA,VIJAYRAO MORE,VANCHIT BAHUJAN AAGHADI,1,GRADUATE PROFESSIONAL,78,,
MAHARASHTRA,MADHA,VISHVAMBHAR NARAYAN KASHID,IND,2,GRADUATE,65,45919662,0
MAHARASHTRA,MAVAL,SHRIRANG CHANDU BARNE,SHS,3,8TH PASS,55,1023310134,416612
MAHARASHTRA,MAVAL,AJAY HANUMANT LONDHE,IND,1,12TH PASS,34,79339,390000
MAHARASHTRA,MAVAL,AMRUTA ABHIJIT APTE,IND,0,12TH PASS,33,217372,0
MAHARASHTRA,MAVAL,BALKRUSHNA DHANAJI GHARAT,IND,0,5TH PASS,54,,
MAHARASHTRA,MAVAL,DR. SOMNATH ARJUN POL,IND,3,GRADUATE PROFESSIONAL,47,204055,283000
MAHARASHTRA,MAVAL,JAGDISH SHAMRAO SONAWANE,KRANTI KARI JAI HIND SENA,1,GRADUATE,63,40140000,0
MAHARASHTRA,MAVAL,JAYA SANJAY PATIL,AMBEDKARITE PARTY OF INDIA,1,OTHERS,32,,
MAHARASHTRA,MAVAL,MADAN SHIVAJI PATIL,BHARATIYA PRAJA SURAJYA PAKSHA,0,10TH PASS,57,1305000,0
MAHARASHTRA,MAVAL,NAVNATH VISHWANATH DUDHAL,IND,0,POST GRADUATE,57,13905000,1800000
MAHARASHTRA,MAVAL,PARTH AJIT PAWAR,NCP,0,GRADUATE,29,201239333,93613295
MAHARASHTRA,MAVAL,PRAKASH BHIVAJI MAHADIK,BHARTIYA NAVJAWAN SENA (PAKSHA),0,8TH PASS,70,75000,0
MAHARASHTRA,MAVAL,PRASHANT GANPAT DESHMUKH,IND,0,GRADUATE,34,,
MAHARASHTRA,MAVAL,RAJARAM NARAYAN PATIL,VANCHIT BAHUJAN AAGHADI,0,OTHERS,47,6525572,534788
MAHARASHTRA,MAVAL,RAJENDRA MARUTI KATE,IND,0,12TH PASS,50,6435000,0
MAHARASHTRA,MAVAL,RAKESH PRABHAKAR CHAVAN,IND,0,8TH PASS,45,,
MAHARASHTRA,MAVAL,SANJAY KISAN KANADE,BSP,0,GRADUATE PROFESSIONAL,49,14166972,2061198
MAHARASHTRA,MAVAL,SURAJ ASHOKRAO KHANDARE,IND,0,POST GRADUATE,28,584675,542009
MAHARASHTRA,MAVAL,SURESH SHRIPATI TAUR,IND,0,12TH PASS,49,9950000,600000
MAHARASHTRA,MAVAL,VIJAY HANUMANT RANDIL,IND,0,12TH PASS,36,,
MAHARASHTRA,MUMBAI NORTH,GOPAL CHINNAYA SHETTY,BJP,9,5TH PASS,65,,
MAHARASHTRA,MUMBAI NORTH,AKHTAR SHAIKH,IND,0,10TH PASS,63,6053152,340000
MAHARASHTRA,MUMBAI NORTH,AMOL ASHOKRAO JADHAV,IND,2,GRADUATE,30,186600,400000
MAHARASHTRA,MUMBAI NORTH,ANDREW JOHN FERNANDES,HUM BHARTIYA PARTY,0,POST GRADUATE,58,,
MAHARASHTRA,MUMBAI NORTH,ANKUSHRAO SHIVAJIRAO PATIL,RASHTRIYA MARATHA PARTY,0,GRADUATE,51,3685000,175000
MAHARASHTRA,MUMBAI NORTH,BHAGVATIDAN KARNIDAN GADHAVI,IND,1,GRADUATE,74,13800830,0
MAHARASHTRA,MUMBAI NORTH,CHHANNU SAHADEWRAO SONTAKKEY,BHARAT PRABHAT PARTY,0,GRADUATE,57,,
MAHARASHTRA,MUMBAI NORTH,DR. RAIES KHAN,IND,0,GRADUATE PROFESSIONAL,46,26614900,0
MAHARASHTRA,MUMBAI NORTH,FATEH MOHAMMAD MANSOORI SHAIKH,BHARTIYA LOKMAT RASHTRWADI PARTY,2,5TH PASS,64,25642574,0
MAHARASHTRA,MUMBAI NORTH,MANOJKUMAR JAYPRAKASH SINGH,BSP,0,12TH PASS,36,21685000,20708842
MAHARASHTRA,MUMBAI NORTH,MILIND SHANKAR REPE,IND,0,OTHERS,57,20900183,7170000
MAHARASHTRA,MUMBAI NORTH,MOHAMMAD AZAD ANSARI,IND,0,8TH PASS,47,,
MAHARASHTRA,MUMBAI NORTH,PAWAN KUMAR PANDEY,SARVODAYA BHARAT PARTY,1,DOCTORATE,44,55543198,1196000
MAHARASHTRA,MUMBAI NORTH,RANJIT BAJRANGI TIWARI,NAITIK PARTY,0,5TH PASS,43,1172000,0
MAHARASHTRA,MUMBAI NORTH,SAMAYSINGH ANAND CHANDA LIYA,BAHUJAN MUKTI PARTY,0,5TH PASS,52,,
MAHARASHTRA,MUMBAI NORTH,SUNIL UTTAMRAO THORAT,VANCHIT BAHUJAN AAGHADI,0,GRADUATE,48,890000,60000
MAHARASHTRA,MUMBAI NORTH,URMILA SHRIKANT MATONDKAR,INC,0,12TH PASS,48,689063226,1894201
MAHARASHTRA,MUMBAI NORTH CENTRAL,POONAM VAJENDLA RAO,BJP,2,OTHERS,38,,
MAHARASHTRA,MUMBAI NORTH CENTRAL,ABDUL REHMAN ANJARIA,VANCHIT BAHUJAN AAGHADI,0,DOCTORATE,46,1000402,1709730
MAHARASHTRA,MUMBAI NORTH CENTRAL,AKSHAY KACHRU SANAP,IND,0,12TH PASS,27,171000,100000
MAHARASHTRA,MUMBAI NORTH CENTRAL,ANKUSH RAMCHANDRA KARANDE,IND,0,5TH PASS,60,,
MAHARASHTRA,MUMBAI NORTH CENTRAL,DUTT PRIYA SUNIL,INC,0,GRADUATE,52,962096603,36057947
MAHARASHTRA,MUMBAI NORTH CENTRAL,FEROZ ABDURRAHIM SHAIKH,JAN ADHIKAR PARTY,0,POST GRADUATE,46,9878738,236327
MAHARASHTRA,MUMBAI NORTH CENTRAL,IMRAN MUSTAFA KHAN,BSP,0,GRADUATE,39,,
MAHARASHTRA,MUMBAI NORTH CENTRAL,JOY NAGESH BHOSALE,IND,0,12TH PASS,49,8761000,800000
MAHARASHTRA,MUMBAI NORTH CENTRAL,MEHENDI IQBAL HASAN SAYYED,AMBEDKAR NATIONAL CONGRESS,0,8TH PASS,33,531200,0
MAHARASHTRA,MUMBAI NORTH CENTRAL,MOHAMMAD MEHMOOD SYED SHAH,ALL INDIA MINORITIES FRONT,0,12TH PASS,47,1150550,200000
MAHARASHTRA,MUMBAI NORTH CENTRAL,MOHD. YAHIYA SIDDIQUE,IND,0,5TH PASS,36,37364,0
MAHARASHTRA,MUMBAI NORTH CENTRAL,MOHOMMAD MOBIN SHAIKH,PEACE PARTY,0,10TH PASS,44,,
MAHARASHTRA,MUMBAI NORTH CENTRAL,NOORUDDIN AFTAB AZIMUDDIN SAYYED,IND,1,8TH PASS,48,899830,260300
MAHARASHTRA,MUMBAI NORTH CENTRAL,PANDEY HARSHVARDHAN RAMSURESH,IND,0,GRADUATE,29,8511000,5429000
MAHARASHTRA,MUMBAI NORTH CENTRAL,RAJESH BHAVSAR,BHARTIYA MANAVADHIKAAR FEDERAL PARTY,5,12TH PASS,52,69417,0
MAHARASHTRA,MUMBAI NORTH CENTRAL,SAGAR NIVRUTTI KALE,IND,0,GRADUATE,27,1500,0
MAHARASHTRA,MUMBAI NORTH CENTRAL,VANSH BAHADUR YADAV,IND,0,GRADUATE PROFESSIONAL,54,11319000,0
MAHARASHTRA,MUMBAI NORTH EAST,MANOJ KISHORBHAI KOTAK,BJP,2,10TH PASS,46,54661944,2048000
MAHARASHTRA,MUMBAI NORTH EAST,AIYYAR GANESH,BAHUJAN MAHA PARTY,0,GRADUATE PROFESSIONAL,54,41428196,2650010
MAHARASHTRA,MUMBAI NORTH EAST,ANIL HEBBAR KONI,IND,1,GRADUATE PROFESSIONAL,54,39684894,4059581
MAHARASHTRA,MUMBAI NORTH EAST,BABAN SOPAN THOKE,IND,0,GRADUATE,25,,
MAHARASHTRA,MUMBAI NORTH EAST,BHASKAR MOHAN GOUD,IND,1,GRADUATE,36,2199000,8000000
MAHARASHTRA,MUMBAI NORTH EAST,DANDGE SUKHADEV CHANDU,AMBEDKARITE PARTY OF INDIA,0,LITERATE,63,20000,0
MAHARASHTRA,MUMBAI NORTH EAST,DAYANAND JAGNNATH SOHANI,IND,2,12TH PASS,45,,
MAHARASHTRA,MUMBAI NORTH EAST,DEEPAK DIGAMBAR SHINDE,IND,0,POST GRADUATE,42,4298872,3700000
MAHARASHTRA,MUMBAI NORTH EAST,JATIN RANGRAO HARNE,IND,1,12TH PASS,44,2028,0
MAHARASHTRA,MUMBAI NORTH EAST,JITENDRA KUMAR NANKU PAL,IND,0,12TH PASS,47,65000,39400
MAHARASHTRA,MUMBAI NORTH EAST,NIHARIKA PRAKASHCHANDRA KHONDALAY,VANCHIT BAHUJAN AAGHADI,0,GRADUATE,50,,
MAHARASHTRA,MUMBAI NORTH EAST,NILESH RAMCHANDRA KUDTARKAR,IND,0,10TH PASS,27,90000,0
MAHARASHTRA,MUMBAI NORTH EAST,NUTAN SINGH,AAPKI APNI PARTY (PEOPLES),0,GRADUATE,34,199000,68257
MAHARASHTRA,MUMBAI NORTH EAST,PATIL SANJAY DINA,NCP,1,GRADUATE,50,,
MAHARASHTRA,MUMBAI NORTH EAST,PRAVIN CHANDRAKANT KEDARE,IND,1,12TH PASS,48,1008627,0
MAHARASHTRA,MUMBAI NORTH EAST,RAKESH SAMBHAJI RAUL,IND,0,GRADUATE PROFESSIONAL,45,2862,0
MAHARASHTRA,MUMBAI NORTH EAST,SHAHAJIRAO DHONDIBA THORAT,IND,1,10TH PASS,55,750953,250000
MAHARASHTRA,MUMBAI NORTH EAST,SHAHENAZ BEGAM MO.SIRAJ KHAN,RASHTRIYA ULAMA COUNCIL,0,ILLITERATE,43,322403,96836
MAHARASHTRA,MUMBAI NORTH EAST,SHAHIN PARVEEN SHAKIL AHAMAD KHAN,IND,0,GRADUATE,44,,
MAHARASHTRA,MUMBAI NORTH EAST,SHRIKANT SUBURAO SHINDE,BAHUJAN MUKTI PARTY,0,POST GRADUATE,34,1214989,0
MAHARASHTRA,MUMBAI NORTH EAST,SNEHA RAVINDRA KURHADE,IND,0,8TH PASS,50,4220000,2880000
MAHARASHTRA,MUMBAI NORTH EAST,SUSHMA MOTILAL MAURYA,JAN ADHIKAR PARTY,0,10TH PASS,38,,
MAHARASHTRA,MUMBAI NORTH EAST,VIJAY JANARDAN SHIKTODE,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,POST GRADUATE,55,8788000,0
MAHARASHTRA,MUMBAI NORTH EAST,VINOD NARAYAN CHAUGULE,SANATAN SANSKRITI RAKSHA DAL,0,12TH PASS,41,11335126,8502053
MAHARASHTRA,MUMBAI NORTH WEST,GAJANAN CHANDRAKANT KIRTIKAR,SHS,0,GRADUATE,75,105392000,4032000
MAHARASHTRA,MUMBAI NORTH WEST,ABUSALIM ARUNHUQ SHANK,RASHTRIYA ULAMA COUNCIL,0,10TH PASS,48,264600,0
MAHARASHTRA,MUMBAI NORTH WEST,AFTAB MASHWOOD KHAN,IND,0,8TH PASS,43,8062800,0
MAHARASHTRA,MUMBAI NORTH WEST,AJAY DUBEY,JAN ADHIKAR PARTY,0,POST GRADUATE,29,,
MAHARASHTRA,MUMBAI NORTH WEST,ARORA SURINDER MOHAN,BHARAT JAN AADHAR PARTY,0,GRADUATE,64,336682905,212666
MAHARASHTRA,MUMBAI NORTH WEST,CHANDRASHEKHAR SHARMA,BHARTIYA MANAVADHIKAAR FEDERAL PARTY,1,OTHERS,42,9403436,0
MAHARASHTRA,MUMBAI NORTH WEST,CHHAYA SUNIL TIWARI,JANATA CONGRESS,0,8TH PASS,41,,
MAHARASHTRA,MUMBAI NORTH WEST,DHARMENDRA SHRIRAM PAL,RASHTRAVADI KRANTI DAL,0,10TH PASS,42,485000,0
MAHARASHTRA,MUMBAI NORTH WEST,MADAN BANWARILAL AGRAWAL,IND,0,GRADUATE,55,61831318,32000000
MAHARASHTRA,MUMBAI NORTH WEST,MITESH VARSHNEY,IND,1,POST GRADUATE,27,186373,0
MAHARASHTRA,MUMBAI NORTH WEST,PRABHAKAR TARAPADO SADHU,IND,0,8TH PASS,47,,
MAHARASHTRA,MUMBAI NORTH WEST,SANJAY NIRUPAM,INC,11,GRADUATE,54,122093505,8399569
MAHARASHTRA,MUMBAI NORTH WEST,SANJAY VISHWANATH SAKPAL,IND,0,GRADUATE,48,70000,0
MAHARASHTRA,MUMBAI NORTH WEST,SHAKUNTALA KUSHALKAR,PRABUDDHA REPUBLICAN PARTY,0,ILLITERATE,47,,
MAHARASHTRA,MUMBAI NORTH WEST,SHASHIKANT KUNDLIK KADAM,IND,1,GRADUATE PROFESSIONAL,46,18952783,300000
MAHARASHTRA,MUMBAI NORTH WEST,SONKAMBLE GAJANAN TUKARAM,IND,0,GRADUATE,33,141658,0
MAHARASHTRA,MUMBAI NORTH WEST,SURESH SUNDAR SHETTY,VANCHIT BAHUJAN AAGHADI,0,8TH PASS,46,95452500,4342000
MAHARASHTRA,MUMBAI NORTH WEST,VIJAY MAROTHI KOYALE,RASHTRIYA MARATHA PARTY,0,8TH PASS,49,6525000,500000
MAHARASHTRA,MUMBAI NORTH WEST,VIJENDRA KUMAR RAI,IND,1,POST GRADUATE,37,,
MAHARASHTRA,MUMBAI SOUTH,ARVIND SAWANT,SHS,1,GRADUATE,67,,
MAHARASHTRA,MUMBAI SOUTH,ABBAS CHHATRIWALA,JAN ADHIKAR PARTY,0,10TH PASS,43,5040147,0
MAHARASHTRA,MUMBAI SOUTH,ADV. SAHIL SHAH,BHARTIYA MANAVADHIKAAR FEDERAL PARTY,0,GRADUATE PROFESSIONAL,27,762030,0
MAHARASHTRA,MUMBAI SOUTH,DEORA MILIND,INC,0,GRADUATE,43,793200422,49681435
MAHARASHTRA,MUMBAI SOUTH,DR. ANIL KUMAR CHOUDHARI,VANCHIT BAHUJAN AAGHADI,0,OTHERS,68,101100914,992020
MAHARASHTRA,MUMBAI SOUTH,HAMIR VINJUDA,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,10TH PASS,65,,
MAHARASHTRA,MUMBAI SOUTH,IRFAN AHMED SHAIKH,AMBEDKARITE PARTY OF INDIA,0,GRADUATE,65,54000,0
MAHARASHTRA,MUMBAI SOUTH,RAJESH .B. DAYAL,IND,0,12TH PASS,42,5000,0
MAHARASHTRA,MUMBAI SOUTH,SAI SHRIVASTAV,IND,0,GRADUATE PROFESSIONAL,29,966367,0
MAHARASHTRA,MUMBAI SOUTH,SHANKAR SONAWANE,IND,0,10TH PASS,51,5820000,280000
MAHARASHTRA,MUMBAI SOUTH,SHEHBAJ RATHOD,JAI MAHA BHARATH PARTY,1,5TH PASS,48,,
MAHARASHTRA,MUMBAI SOUTH,SURESH KUMAR GAUTAM,BSP,0,10TH PASS,47,2056000,2152400
MAHARASHTRA,MUMBAI SOUTH CENTRAL,RAHUL RAMESH SHEWALE,SHS,0,OTHERS,47,18881363,7778954
MAHARASHTRA,MUMBAI SOUTH CENTRAL,ADV. MAHENDRA TULSHIRAM BHINGARDIVE,ANTI CORRUPTION DYNAMIC PARTY,0,GRADUATE PROFESSIONAL,42,12510000,850000
MAHARASHTRA,MUMBAI SOUTH CENTRAL,AHMED SHAKIL SAGIR AHMED SHAIKH,BSP,1,5TH PASS,41,3647388,0
MAHARASHTRA,MUMBAI SOUTH CENTRAL,ANITA KIRAN PATOLE,IND,0,8TH PASS,39,,
MAHARASHTRA,MUMBAI SOUTH CENTRAL,BADDY HEMANTKUMAR REDDY,BAHUJAN MUKTI PARTY,0,GRADUATE,50,12170003,85200
MAHARASHTRA,MUMBAI SOUTH CENTRAL,BALASAHEB JAGANNATH SABLE,BHARTIYA MANAVADHIKAAR FEDERAL PARTY,0,10TH PASS,48,606142,80000
MAHARASHTRA,MUMBAI SOUTH CENTRAL,DALVI RAJU SAHEBRAO,IND,0,GRADUATE,48,,
MAHARASHTRA,MUMBAI SOUTH CENTRAL,DEEPAK BHAGOJI KAMBLE,AMBEDKARITE PARTY OF INDIA,0,10TH PASS,67,391500,0
MAHARASHTRA,MUMBAI SOUTH CENTRAL,EKNATH MAHADEV GAIKWAD,INC,0,10TH PASS,79,218952482,25590000
MAHARASHTRA,MUMBAI SOUTH CENTRAL,MOHAMMAD HAYAT MOHAMMAD HUSAIN SHAIKH,PEACE PARTY,0,5TH PASS,54,1043188,350000
MAHARASHTRA,MUMBAI SOUTH CENTRAL,SANJAY SUSHIL BHOSALE,VANCHIT BAHUJAN AAGHADI,3,GRADUATE PROFESSIONAL,51,,
MAHARASHTRA,MUMBAI SOUTH CENTRAL,SANTOSH SHRIVASTAV,IND,0,10TH PASS,37,207000,0
MAHARASHTRA,MUMBAI SOUTH CENTRAL,SHEETAL BHARAT SASANE,IND,0,8TH PASS,34,501700,0
MAHARASHTRA,MUMBAI SOUTH CENTRAL,VIKAS MARUTI ROKADE,IND,0,5TH PASS,53,,
MAHARASHTRA,MUMBAI SOUTH CENTRAL,YOGANAND NADAR,AAPKI APNI PARTY (PEOPLES),0,GRADUATE,34,528996,180000
MAHARASHTRA,MUMBAI SOUTH CENTRAL,YOGESH VITTHAL MORE,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,GRADUATE PROFESSIONAL,38,10612636,157000
MAHARASHTRA,NAGPUR,NITIN JAIRAM GADKARI,BJP,4,GRADUATE PROFESSIONAL,62,187916075,40729055
MAHARASHTRA,NAGPUR,ADV. ULHAS SHALIKARAM DUPARE,IND,0,GRADUATE PROFESSIONAL,53,146000,0
MAHARASHTRA,NAGPUR,ADV. VIJAYA DILIP BAGDE,AMBEDKARITE PARTY OF INDIA,0,GRADUATE PROFESSIONAL,43,218000,0
MAHARASHTRA,NAGPUR,ALI ASHFAQUE AHMED,BAHUJAN MUKTI PARTY,0,GRADUATE PROFESSIONAL,48,,
MAHARASHTRA,NAGPUR,ASIM ALI,MINORITIES DEMOCRATIC PARTY,1,10TH PASS,28,162000,2000
MAHARASHTRA,NAGPUR,COMRADE YOGESH KRISHNARAO THAKARE,CPI(ML) RED STAR,0,12TH PASS,43,3506000,0
MAHARASHTRA,NAGPUR,DIKSHITA ANAND TEMBHURNE,DESH JANHIT PARTY,0,GRADUATE,32,,
MAHARASHTRA,NAGPUR,DIPAK LAXMANRAO MASKE,IND,0,12TH PASS,43,4559259,16191
MAHARASHTRA,NAGPUR,DR. MANISHA BANGAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),0,GRADUATE PROFESSIONAL,49,14951925,1906973
MAHARASHTRA,NAGPUR,GOPALKUMAR GANESHU KASHYAP,CHHATTISGARH SWABHIMAN MANCH,0,12TH PASS,38,75000,0
MAHARASHTRA,NAGPUR,KARTIK GENDALAL DOKE,IND,0,12TH PASS,40,,0
MAHARASHTRA,NAGPUR,MANE SURESH TATOBA,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,DOCTORATE,58,,
MAHARASHTRA,NAGPUR,MANOHAR ALIAS SAGAR PUNDLIKRAO DABRASE,VANCHIT BAHUJAN AAGHADI,0,GRADUATE,47,4197060,0
MAHARASHTRA,NAGPUR,MANOJ KOTHUJI BAWANE,IND,0,12TH PASS,43,2179000,300000
MAHARASHTRA,NAGPUR,MOHAMMAD JAMAL,BSP,0,10TH PASS,47,,
MAHARASHTRA,NAGPUR,NANABHAU FALGUNRAO PATOLE,INC,4,12TH PASS,56,22160504,1155060
MAHARASHTRA,NAGPUR,PRAFULLA MANIKCHAND BHANGE,IND,0,12TH PASS,49,7220000,1200000
MAHARASHTRA,NAGPUR,RUBEN DOMNIK FRANCIS,IND,0,12TH PASS,44,100000,100000
MAHARASHTRA,NAGPUR,SACHIN HARIDAS SOMKUWAR,IND,0,12TH PASS,42,,
MAHARASHTRA,NAGPUR,SACHIN JAGORAO PATIL,IND,4,10TH PASS,46,30000,0
MAHARASHTRA,NAGPUR,SAHIL BALCHAND TURKAR,BHARTIYA MANVADHIKAAR FEDERAL PARTY,0,10TH PASS,38,1362050,0
MAHARASHTRA,NAGPUR,SHRIDHAR NARAYAN SALVE,RASHTRIYA JANSAMBHAVNA PARTY,0,GRADUATE,47,,
MAHARASHTRA,NAGPUR,SIDDHARTH ASARAM KURVE,IND,0,POST GRADUATE,60,50000,0
MAHARASHTRA,NAGPUR,SUNIL SURYABHAN KAWADE,IND,0,10TH PASS,56,217000,25000
MAHARASHTRA,NAGPUR,VANITA JITENDRA RAUT,AKHIL BHARATIYA MANAVATA PAKSHA,0,8TH PASS,37,618945,14406
MAHARASHTRA,NAGPUR,VITTHHAL NANAJI GAIKWAD,HUM BHARTIYA PARTY,0,12TH PASS,64,3842634,30000
MAHARASHTRA,NANDED,CHIKHALIKAR PRATAP GOVINDRAO,BJP,0,12TH PASS,57,,
MAHARASHTRA,NANDED,ABDUL RAIS AHMED ABDUL JABBAR,AMBEDKAR NATIONAL CONGRESS,1,5TH PASS,51,,0
MAHARASHTRA,NANDED,ABDUL SAMAD,SP,0,12TH PASS,62,6351722,6110332
MAHARASHTRA,NANDED,ASHOK SHANKARRAO CHAVAN,IND,0,8TH PASS,28,,
MAHARASHTRA,NANDED,ASHOKRAO SHANKARRAO CHAVAN,INC,3,POST GRADUATE,60,500037964,48525290
MAHARASHTRA,NANDED,BHINGE YASHPAL NARSINGHRAO,VANCHIT BAHUJAN AAGHADI,0,DOCTORATE,42,8817999,2050000
MAHARASHTRA,NANDED,KADAM SHRIRANG UTTOMRAO,IND,0,10TH PASS,30,2241500,0
MAHARASHTRA,NANDED,MADHAVRAO SAMBHAJI GAIKWAD,IND,0,8TH PASS,59,1320045,0
MAHARASHTRA,NANDED,MANISH DATTATRAY WADJE,IND,0,12TH PASS,45,650500000,27200000
MAHARASHTRA,NANDED,MOHAN ANANDRAO WAGHMARE,BAHUJAN MUKTI PARTY,0,10TH PASS,36,,0
MAHARASHTRA,NANDED,RANJIT GANGADHARRAO DESHMUKH,IND,0,GRADUATE,32,,
MAHARASHTRA,NANDED,SHIVANAND ASHOKRAO DESHMUKH,IND,0,POST GRADUATE,30,13137,0
MAHARASHTRA,NANDED,SUNIL MANOHAR SONSALE,BAHUJAN REPUBLICAN SOCIALIST PARTY,0,10TH PASS,37,120000,0
MAHARASHTRA,NANDURBAR,HEENA VIJAYKUMAR GAVIT,BJP,0,POST GRADUATE,31,271634532,15291251
MAHARASHTRA,NANDURBAR,ADV. K. C. PADAVI,INC,0,POST GRADUATE,61,45236068,3237933
MAHARASHTRA,NANDURBAR,AJAY KARAMSING GAVIT,IND,0,12TH PASS,25,78340,0
MAHARASHTRA,NANDURBAR,ANTURLIKAR SUSHIL SURESH,VANCHIT BAHUJAN AAGHADI,0,POST GRADUATE,33,,
MAHARASHTRA,NANDURBAR,ARJUNSING DIWANSING VASAVE,IND,0,GRADUATE,54,1651102,0
MAHARASHTRA,NANDURBAR,ASHOK DAULATSING PADVI,IND,0,10TH PASS,42,1692000,300000
MAHARASHTRA,NANDURBAR,DR. NATAWADKAR SUHAS JAYANT,IND,0,GRADUATE PROFESSIONAL,58,,
MAHARASHTRA,NANDURBAR,KOLI ANANDA SUKALAL,IND,2,8TH PASS,52,204757,2177500
MAHARASHTRA,NANDURBAR,REKHA SURESH DESAI,BSP,0,12TH PASS,29,741000,0
MAHARASHTRA,NANDURBAR,SANDIP ABHIMANYU VALVI,BAHUJAN MUKTI PARTY,0,GRADUATE,42,81625,0
MAHARASHTRA,NASHIK,HEMANT TUKARAM GODSE,SHS,1,OTHERS,49,,
MAHARASHTRA,NASHIK,ADV. KOKATE MANIKRAO SHIVAJIRAO,IND,1,GRADUATE PROFESSIONAL,61,214414506,46737153
MAHARASHTRA,NASHIK,ADV. VAIBHAV SHANTARAM AHIRE,BSP,0,GRADUATE PROFESSIONAL,39,991506,0
MAHARASHTRA,NASHIK,AHER SHARAD KERU,IND,0,GRADUATE,30,,
MAHARASHTRA,NASHIK,DEVIDAS PIRAJI SARKATE,IND,0,10TH PASS,45,60000,0
MAHARASHTRA,NASHIK,DHANANJAY ANIL BHAWSAR,IND,0,12TH PASS,39,3542372,2962930
MAHARASHTRA,NASHIK,JAWALE SONIYA RAMNATH,BHARTIYA TRIBAL PARTY,0,12TH PASS,40,3729500,1389941
MAHARASHTRA,NASHIK,KEDAR SINDHUBAI RAVINDRA,IND,0,5TH PASS,55,5923410,700000
MAHARASHTRA,NASHIK,PRAKASH GIRIDHAR KANOJE,IND,0,12TH PASS,51,980202,200000
MAHARASHTRA,NASHIK,PRIYANKA RAMRAO SHIROLE,IND,0,GRADUATE,28,,0
MAHARASHTRA,NASHIK,SAMEER MAGAN BHUJBAL,NCP,16,10TH PASS,45,,
