State,Constituency,Candidate,Party,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities
UTTAR PRADESH,JAUNPUR,SHESHMANI MAURYA,HINDUSTHAN NIRMAN DAL,0,POST GRADUATE,39,,
UTTAR PRADESH,JAUNPUR,SHYAMLAL,BHARAT PRABHAT PARTY,0,POST GRADUATE,32,3055000,0
UTTAR PRADESH,JAUNPUR,VINOD KUMAR,ANDAMAN & NICOBAR JANTA PARTY,0,GRADUATE,32,4009970,0
UTTAR PRADESH,JAUNPUR,VISHOK KUMAR VISHWAKARMA,NATIONALIST JANSHAKTI PARTY,0,12TH PASS,47,857517,0
UTTAR PRADESH,JHANSI,ANURAG SHARMA,BJP,0,POST GRADUATE,54,1243060113,14212970
UTTAR PRADESH,JHANSI,DILSHAD AHMED SIDDIQUE,SWATANTRA JANTARAJ PARTY,0,POST GRADUATE,39,169000,0
UTTAR PRADESH,JHANSI,GAURI SHANKAR,KISAN RAKSHA PARTY,2,12TH PASS,48,,
UTTAR PRADESH,JHANSI,JAGAT VIKRAM SINGH,PRAGATISHIL SAMAJWADI PARTY (LOHIA),1,POST GRADUATE,49,23417000,2452262
UTTAR PRADESH,JHANSI,KALPANA KHARD,IND,0,LITERATE,51,3853811,0
UTTAR PRADESH,JHANSI,RAJA KHATEEK,IND,2,GRADUATE,29,,
UTTAR PRADESH,JHANSI,RAMGOPAL,IND,0,12TH PASS,61,13088853,0
UTTAR PRADESH,JHANSI,SHIVSHARAN,INC,1,POST GRADUATE,47,45715000,2025000
UTTAR PRADESH,JHANSI,SHYAM SUNDER SINGH,SP,4,GRADUATE,59,272086643,0
UTTAR PRADESH,JHANSI,SUNIL PRAJAPATI,IND,0,GRADUATE PROFESSIONAL,42,15182684,0
UTTAR PRADESH,KAIRANA,PRADEEP KUMAR,BJP,5,POST GRADUATE,48,17292937,1300000
UTTAR PRADESH,KAIRANA,HARENDRA SINGH MALIK,INC,0,GRADUATE,64,57266147,5082884
UTTAR PRADESH,KAIRANA,HARISH KUMAR,IND,0,8TH PASS,58,9882500,0
UTTAR PRADESH,KAIRANA,IMRAN,IND,0,5TH PASS,39,,
UTTAR PRADESH,KAIRANA,MANOJ KUMAR,AAPKI APNI PARTY (PEOPLES),0,12TH PASS,46,1657200,250000
UTTAR PRADESH,KAIRANA,MOHD GUFRAN KAZMI,IND,0,GRADUATE,41,31239500,0
UTTAR PRADESH,KAIRANA,MOHD SALEEM,IND,0,LITERATE,51,,
UTTAR PRADESH,KAIRANA,MUKESH DEVI,MAHASANKALP JANTA PARTY,0,LITERATE,41,680000,0
UTTAR PRADESH,KAIRANA,SHESHRAJ,BHARATRASHTRA DEMOCRATIC PARTY,0,OTHERS,69,57933786,0
UTTAR PRADESH,KAIRANA,SHRIPAL SINGH,SARVJAN LOK SHAKTI PARTY,0,10TH PASS,46,1444000,0
UTTAR PRADESH,KAIRANA,TABASSUM BEGUM,SP,0,10TH PASS,48,,
UTTAR PRADESH,KAIRANA,YOGESH KUMAR,RASHTRIYA MAZDOOR EKTA PARTY,0,12TH PASS,45,3100500,0
UTTAR PRADESH,KAISERGANJ,BRIJ BHUSHAN SHARAN SINGH,BJP,4,GRADUATE PROFESSIONAL,62,98905402,61524736
UTTAR PRADESH,KAISERGANJ,CHANDRA PRAKASH PANDEY,NAITIK PARTY,0,12TH PASS,0,153000,0
UTTAR PRADESH,KAISERGANJ,CHANDRADEV RAM YADAV,BSP,3,POST GRADUATE,66,,
UTTAR PRADESH,KAISERGANJ,DHANANJAY SHARMA,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,GRADUATE,46,1313579,45680
UTTAR PRADESH,KAISERGANJ,MUNNI,IND,0,ILLITERATE,41,,0
UTTAR PRADESH,KAISERGANJ,OM PRAKASH MISHRA,IND,0,GRADUATE,35,,
UTTAR PRADESH,KAISERGANJ,PRAMOD KUMAR,SAMRAT ASHOK SENA PARTY,0,10TH PASS,39,100000,0
UTTAR PRADESH,KAISERGANJ,SANTOSH,BHARAT PRABHAT PARTY,0,GRADUATE PROFESSIONAL,39,60000,0
UTTAR PRADESH,KAISERGANJ,UMESH KUMAR,RASHTRIYA JAN ADHIKAR PARTY,0,LITERATE,34,2980000,0
UTTAR PRADESH,KAISERGANJ,WAJID,AAM JANTA PARTY (INDIA),0,GRADUATE,52,3533500,0
UTTAR PRADESH,KANNAUJ,SUBRAT PATHAK,BJP,11,GRADUATE,39,,
UTTAR PRADESH,KANNAUJ,ANAND VIKRAM SINGH,SHS,9,GRADUATE,32,2856631,0
UTTAR PRADESH,KANNAUJ,ANKIT SINGH,IND,2,12TH PASS,29,375439,0
UTTAR PRADESH,KANNAUJ,DIMPLE YADAV,SP,0,GRADUATE,41,,
UTTAR PRADESH,KANNAUJ,PRATYUSH PATHAK,IND,0,GRADUATE,30,5952261,0
UTTAR PRADESH,KANNAUJ,RAMA DEVI,BHARTIYA VANCHITSAMAJ PARTY,0,10TH PASS,30,2485200,0
UTTAR PRADESH,KANNAUJ,SANJEEV KUMAR,RASHTRIYA SAMAJ PAKSHA,0,POST GRADUATE,35,,
UTTAR PRADESH,KANNAUJ,SATYA RAM,RASHTRIYA KRANTI PARTY,0,8TH PASS,54,2536600,1100000
UTTAR PRADESH,KANNAUJ,SUBHASH CHANDRA,AIFB,0,12TH PASS,56,5076358,963000
UTTAR PRADESH,KANNAUJ,SUNIL KUMAR,IND,0,GRADUATE,46,4886041,2130000
UTTAR PRADESH,KANPUR,SATYADEV PACHAURI,BJP,0,POST GRADUATE,71,132382819,31052190
UTTAR PRADESH,KANPUR,ALOK KUMAR,SABHI JAN PARTY,5,POST GRADUATE,38,402178,0
UTTAR PRADESH,KANPUR,BALBIR SINGH CHANDEL,SHS,0,GRADUATE PROFESSIONAL,68,666367383,0
UTTAR PRADESH,KANPUR,CHANDRA BHAN SANKHWAR,RASHTRIYA JANMAT PARTY,0,GRADUATE PROFESSIONAL,56,,
UTTAR PRADESH,KANPUR,DILSHAD AHMED,IND,0,8TH PASS,38,558566,397848
UTTAR PRADESH,KANPUR,JAVED MOHAMMAD KHAN,IND,1,12TH PASS,42,500000,0
UTTAR PRADESH,KANPUR,MUKTI YADAV,BHARATIYA RASHTRIYA MORCHA,0,POST GRADUATE,29,,
UTTAR PRADESH,KANPUR,POONAM SHUKLA,BHARTIYA SHAKTI CHETNA PARTY,0,GRADUATE,32,1771655,0
UTTAR PRADESH,KANPUR,RAM GOPAL UTTAM,IND,0,POST GRADUATE,69,32955000,110000
UTTAR PRADESH,KANPUR,RINA,SAAF PARTY,0,5TH PASS,31,143460,0
UTTAR PRADESH,KANPUR,SHIVAM KUSHWAHA,AAJAD BHARAT PARTY (DEMOCRATIC),0,GRADUATE,27,,
UTTAR PRADESH,KANPUR,SRIPRAKASH JAISWAL,INC,0,12TH PASS,74,78641628,0
UTTAR PRADESH,KANPUR,TRIVENI NARAYAN JAISWAL,ADHUNIK BHARAT PARTY,0,POST GRADUATE,47,2895507,190000
UTTAR PRADESH,KAUSHAMBI,VINOD KUMAR SONKAR,BJP,4,GRADUATE,49,,
UTTAR PRADESH,KAUSHAMBI,BACHACHA LAL,BHARTIYA SHAKTI CHETNA PARTY,0,8TH PASS,41,81500,0
UTTAR PRADESH,KAUSHAMBI,CHHEDDU,IND,0,LITERATE,0,26000,0
UTTAR PRADESH,KAUSHAMBI,GIRISH CHANDRA,INC,4,12TH PASS,52,,
UTTAR PRADESH,KAUSHAMBI,INDRAJEET SAROJ,SP,2,GRADUATE,57,110999555,20623099
UTTAR PRADESH,KAUSHAMBI,MISHRI LAL,SWATANTRA JANTARAJ PARTY,0,GRADUATE,30,448500,0
UTTAR PRADESH,KAUSHAMBI,PRADEEP KUMAR,IND,0,GRADUATE,30,,
UTTAR PRADESH,KAUSHAMBI,RAJDEV,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,POST GRADUATE,63,12459352,0
UTTAR PRADESH,KAUSHAMBI,RAM SUMER,IND,0,8TH PASS,58,7141194,109000
UTTAR PRADESH,KAUSHAMBI,SHAILENDRA KUMAR S/O GAYADEEN,IND,0,10TH PASS,44,1940866,0
UTTAR PRADESH,KAUSHAMBI,SHAILENDRA KUMAR S/O SHIV PRASHAD,IND,0,GRADUATE,40,985000,0
UTTAR PRADESH,KHERI,AJAY KUMAR,BJP,1,GRADUATE PROFESSIONAL,60,45295455,0
UTTAR PRADESH,KHERI,AJAY KUMAR DIXIT,IND,0,GRADUATE,56,1772410,0
UTTAR PRADESH,KHERI,ASIF KHAN,BHARTIYA KISAN PARTY,0,10TH PASS,40,,
UTTAR PRADESH,KHERI,BANDANA GUPTA,BHARTIYA SHAKTI CHETNA PARTY,0,10TH PASS,37,17000,0
UTTAR PRADESH,KHERI,KRISHNA KUMAR YADAV,LOK JAN SANGHARSH PARTY,0,LITERATE,45,2053200,0
UTTAR PRADESH,KHERI,MANOJ KUMAR SINGH,IND,0,8TH PASS,44,,
UTTAR PRADESH,KHERI,MOH. MUMTAZ RAZA,RASHTRIYA JANWADI PARTY (SOCIALIST),0,10TH PASS,39,81700,0
UTTAR PRADESH,KHERI,PARO KINNAR,IND,0,ILLITERATE,33,2000040,0
UTTAR PRADESH,KHERI,RAM JEEVAN,BAHUJAN AWAM PARTY,0,GRADUATE PROFESSIONAL,35,814329,0
UTTAR PRADESH,KHERI,SHRI KRISHNA,PEACE PARTY,0,8TH PASS,34,2253000,0
UTTAR PRADESH,KHERI,SHRIKRISHNA KUMAR,IND,0,GRADUATE,60,,
UTTAR PRADESH,KHERI,VIPNESH SHUKLA,CPI,0,GRADUATE PROFESSIONAL,68,9470000,0
UTTAR PRADESH,KHERI,ZAFAR ALI NAQVI,INC,0,GRADUATE PROFESSIONAL,71,8936547,1061456
UTTAR PRADESH,KUSHI NAGAR,VIJAY KUMAR DUBEY,BJP,2,12TH PASS,50,21860780,316847
UTTAR PRADESH,KUSHI NAGAR,AMIRUDDIN,APNA DAL UNITED PARTY,0,GRADUATE,42,6770000,0
UTTAR PRADESH,KUSHI NAGAR,ARVIND YADAV,CPI(ML) RED STAR,0,GRADUATE,46,3077500,0
UTTAR PRADESH,KUSHI NAGAR,DR GANESH,AKHIL BHARTIYA GONDWANA PARTY,0,GRADUATE PROFESSIONAL,41,,
UTTAR PRADESH,KUSHI NAGAR,GUDDI KINNAR,IND,0,LITERATE,37,362500,0
UTTAR PRADESH,KUSHI NAGAR,KUNWER RATANJIT PRATAP NARAYAN SINGH,INC,0,GRADUATE,55,295474005,0
UTTAR PRADESH,KUSHI NAGAR,LALITA,AKHIL BHARTIYA NAVNIRMAN PARTY,0,POST GRADUATE,36,,
UTTAR PRADESH,KUSHI NAGAR,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,SP,0,POST GRADUATE,65,37474062,4000000
UTTAR PRADESH,KUSHI NAGAR,P.C. KUREEL,INDIAN NATIONAL LEAGUE,1,12TH PASS,62,29582528,545000
UTTAR PRADESH,KUSHI NAGAR,RAM PRATAP,PURVANCHAL MAHAPANCHAYAT,0,8TH PASS,42,3254000,0
UTTAR PRADESH,KUSHI NAGAR,SHIV KUMAR,IND,3,10TH PASS,49,5200000,0
UTTAR PRADESH,KUSHI NAGAR,UMESH SINGH,BHARTIYA SHAKTI CHETNA PARTY,0,10TH PASS,38,,
UTTAR PRADESH,KUSHI NAGAR,USMAN,PEACE PARTY,0,LITERATE,58,1660000,80000
UTTAR PRADESH,LALGANJ,SANGEETA AZAD,BSP,0,GRADUATE PROFESSIONAL,44,,
UTTAR PRADESH,LALGANJ,AKHILESH,IND,0,12TH PASS,43,85000,0
UTTAR PRADESH,LALGANJ,CHANDRASHEKHAR,BHARAT PRABHAT PARTY,0,POST GRADUATE,48,2186000,0
UTTAR PRADESH,LALGANJ,DR. DEELIP KUMAR SAROJ,SUHELDEV BHARTIYA SAMAJ PARTY,0,DOCTORATE,45,,
UTTAR PRADESH,LALGANJ,ENGINEER AJEET SONKAR,AAP,0,POST GRADUATE,34,280000,0
UTTAR PRADESH,LALGANJ,HEMRAJ PASWAN,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,POST GRADUATE,66,13537434,0
UTTAR PRADESH,LALGANJ,LCCHIMAN KANNOOIZYA,PRITHVIRAJ JANSHAKTI PARTY,0,LITERATE,65,,
UTTAR PRADESH,LALGANJ,NEELAM SONKER,BJP,1,POST GRADUATE,43,46688371,4550000
UTTAR PRADESH,LALGANJ,PANKAJ MOHAN SONKAR,INC,3,GRADUATE,29,4615570,1743219
UTTAR PRADESH,LALGANJ,RADHESHYAM GAUTAM,RASHTRIYA ULAMA COUNCIL,0,8TH PASS,40,504000,0
UTTAR PRADESH,LALGANJ,RAMCHANDAR,IND,4,5TH PASS,48,4605000,0
UTTAR PRADESH,LALGANJ,SANTOSH KUMAR,IND,0,GRADUATE PROFESSIONAL,32,116443,0
UTTAR PRADESH,LALGANJ,SUBASH SAROJ,IND,0,10TH PASS,45,537800,0
UTTAR PRADESH,LALGANJ,TRILOKI NATH,CPI,1,12TH PASS,62,,
UTTAR PRADESH,LUCKNOW,RAJNATH SINGH,BJP,0,POST GRADUATE,67,,
UTTAR PRADESH,LUCKNOW,ACHARYA PRAMOD KRISHNAM,INC,0,POST GRADUATE,56,49765383,0
UTTAR PRADESH,LUCKNOW,AVINASH CHANDRA JAIN,IND,0,GRADUATE,69,16039898,0
UTTAR PRADESH,LUCKNOW,DEV NARAYAN SINGH,PEOPLES PARTY OF INDIA (DEMOCRATIC),0,POST GRADUATE,59,,
UTTAR PRADESH,LUCKNOW,GANESH CHAUDARI,SAAF PARTY,0,GRADUATE PROFESSIONAL,46,3447025,0
UTTAR PRADESH,LUCKNOW,GIRISH NARAIN PANDE,SARVODAYA BHARAT PARTY,0,POST GRADUATE,64,110490000,0
UTTAR PRADESH,LUCKNOW,JIMIDAR SINGH YADAV,IND,0,LITERATE,39,,
UTTAR PRADESH,LUCKNOW,MO FAHIM,INDIAN NATIONAL LEAGUE,0,10TH PASS,65,15485250,0
UTTAR PRADESH,LUCKNOW,POONAM SHATRUGHAN SINHA,SP,1,GRADUATE,68,1935459756,284863762
UTTAR PRADESH,LUCKNOW,RAM SAGAR PAL,AWAMI SAMTA PARTY,0,GRADUATE,37,71300,0
UTTAR PRADESH,LUCKNOW,RAMESH,AIFB,0,LITERATE,29,90765,0
UTTAR PRADESH,LUCKNOW,SANJAY SINGH RANA,IND,0,GRADUATE,38,,
UTTAR PRADESH,LUCKNOW,SHAMIM KHAN,NAGRIK EKTA PARTY,2,8TH PASS,49,156369044,45879547
UTTAR PRADESH,MACHHLISHAHR,BHOLANATH (B.P. SAROJ),BJP,0,GRADUATE,58,259027394,11194163
UTTAR PRADESH,MACHHLISHAHR,BRIJESH KUMAR,RPI,0,12TH PASS,40,185000,0
UTTAR PRADESH,MACHHLISHAHR,CHANCHAL KUMAR,RASHTRIYA SAMAJ PAKSHA,0,POST GRADUATE,27,,
UTTAR PRADESH,MACHHLISHAHR,DASHARATH,PRITHVIRAJ JANSHAKTI PARTY,0,12TH PASS,51,1141332,0
UTTAR PRADESH,MACHHLISHAHR,DEEPAK KUMAR,IND,0,8TH PASS,32,198000,0
UTTAR PRADESH,MACHHLISHAHR,DR. AMARNATH PASWAN,JAN ADHIKAR PARTY,0,DOCTORATE,42,,
UTTAR PRADESH,MACHHLISHAHR,GANGARAM,IND,0,8TH PASS,54,28000,0
UTTAR PRADESH,MACHHLISHAHR,JITENDRA,BHARTIYA MANAV SAMAJ PARTY,0,GRADUATE,37,208000,0
UTTAR PRADESH,MACHHLISHAHR,RAJ NATH,SUHELDEV BHARTIYA SAMAJ PARTY,0,POST GRADUATE,70,4441330,0
UTTAR PRADESH,MACHHLISHAHR,RAJKESHAR,SAJAG SAMAJ PARTY,0,GRADUATE PROFESSIONAL,0,2335000,0
UTTAR PRADESH,MACHHLISHAHR,RAM NARESH,MOULIK ADHIKAR PARTY,0,POST GRADUATE,45,,
UTTAR PRADESH,MACHHLISHAHR,TRIBHUVAN RAM,BSP,1,GRADUATE,70,102095537,11700000
UTTAR PRADESH,MAHARAJGANJ,PANKAJ CHOUDHARY,BJP,5,12TH PASS,54,371827109,4483048
UTTAR PRADESH,MAHARAJGANJ,AKHILESH,SP,4,GRADUATE,55,82263380,0
UTTAR PRADESH,MAHARAJGANJ,AMARJEET,IND,0,12TH PASS,51,1560000,0
UTTAR PRADESH,MAHARAJGANJ,ANEEL KUMAR,IND,0,POST GRADUATE,40,,
UTTAR PRADESH,MAHARAJGANJ,LALDHARI YADAV,IND,2,POST GRADUATE,42,127495,0
UTTAR PRADESH,MAHARAJGANJ,MANISH,BAHUJAN MUKTI PARTY,1,GRADUATE PROFESSIONAL,38,191717,0
UTTAR PRADESH,MAHARAJGANJ,MANOJ KUMAR RANA,BHARTIYA KISAN UNION SAMAJ PARTY,0,12TH PASS,46,,
UTTAR PRADESH,MAHARAJGANJ,MOHAN KUMAR,IND,0,10TH PASS,49,4090400,0
UTTAR PRADESH,MAHARAJGANJ,PAPPU CHAUHAN,SATYA KRANTI PARTY,0,12TH PASS,63,774009,0
UTTAR PRADESH,MAHARAJGANJ,PRAMOD KUMAR,IND,1,GRADUATE,36,985543,0
UTTAR PRADESH,MAHARAJGANJ,SHIV CHARAN,JAI HIND SAMAJ PARTY,0,POST GRADUATE,30,,
UTTAR PRADESH,MAHARAJGANJ,SUMIT,JANHIT KISAN PARTY,0,GRADUATE,31,2195000,0
UTTAR PRADESH,MAHARAJGANJ,SUPRIYA SHRINATE,INC,0,POST GRADUATE,41,85042997,7395000
UTTAR PRADESH,MAINPURI,MULAYAM SINGH YADAV,SP,1,POST GRADUATE,79,205604593,22055657
UTTAR PRADESH,MAINPURI,CHAKRAPAN5,JAN ADESH AKSHUNI SENA,0,12TH PASS,32,4391000,0
UTTAR PRADESH,MAINPURI,HARIRAM SHAKYA,VOTERS PARTY INTERNATIONAL,0,POST GRADUATE,81,12816866,0
UTTAR PRADESH,MAINPURI,KULDEEP KUMAR,BHARTIYA KISAN PARTY,0,GRADUATE,27,,
UTTAR PRADESH,MAINPURI,OMBEER LODHI,JAN SEVA SAHAYAK PARTY,0,10TH PASS,0,7090100,0
UTTAR PRADESH,MAINPURI,PREM SINGH SHAKYA,BJP,0,OTHERS,60,,
UTTAR PRADESH,MAINPURI,RAJAT KUMAR,BHARTIYA JAN NAYAK PARTY,1,GRADUATE PROFESSIONAL,28,2240815,0
UTTAR PRADESH,MAINPURI,RAVINDRA SINGH KATAR,BHARTIYA NAVODAYA PARTY,0,POST GRADUATE,43,1800000,0
UTTAR PRADESH,MAINPURI,SAVENDRA SINGH,IND,0,GRADUATE PROFESSIONAL,51,28523500,65000
UTTAR PRADESH,MAINPURI,SHYAM SINGH,SWATANTRA JANTARAJ PARTY,0,POST GRADUATE,44,152465,0
UTTAR PRADESH,MAINPURI,TEJ PRATAP SINGH JATAV,MOULIK ADHIKAR PARTY,0,12TH PASS,55,,
BYE ELECTION ON 05-12-2022 : UTTAR PRADESH,MAINPURI,DIMPLE YADAV,SP,0,GRADUATE,44,399150416,3153000
BYE ELECTION ON 05-12-2022 : UTTAR PRADESH,MAINPURI,BHUPENDRA KUMAR DHANGAR,RASHTRIYA SHOSHIT SAMAJ PARTY,0,GRADUATE,34,2804182,400000
BYE ELECTION ON 05-12-2022 : UTTAR PRADESH,MAINPURI,PRAMOD KUMAR YADAV,BHARTIYA KRISHAK DAL,0,POST GRADUATE,49,,
BYE ELECTION ON 05-12-2022 : UTTAR PRADESH,MAINPURI,RAGHURAJ SINGH SHAKYA,BJP,0,POST GRADUATE,54,96257581,2277968
BYE ELECTION ON 05-12-2022 : UTTAR PRADESH,MAINPURI,SURESH CHANDRA,IND,0,GRADUATE PROFESSIONAL,67,16161234,0
BYE ELECTION ON 05-12-2022 : UTTAR PRADESH,MAINPURI,SUSHMA DEVI,IND,0,GRADUATE,38,,
UTTAR PRADESH,MATHURA,HEMA MALINI DHARMENDRA DEOL,BJP,0,DOCTORATE,70,,
UTTAR PRADESH,MATHURA,CHATTAR ALIAS CHATRAPAL SINGH NISHAD,BAHUJAN MUKTI PARTY,0,NOT GIVEN,48,34000,0
UTTAR PRADESH,MATHURA,DINESH KUMAR GAUTAM,BHARTIYA ANARAKSHIT PARTY,0,POST GRADUATE,53,36742543,0
UTTAR PRADESH,MATHURA,JAGVIR SINGH,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,NOT GIVEN,40,10800000,0
UTTAR PRADESH,MATHURA,JASVANT SINGH BAGHEL,RASHTRIYA SHOSHIT SAMAJ PARTY,0,10TH PASS,42,69108182,2440225
UTTAR PRADESH,MATHURA,JASVEER SINGH,RASHTRIYA NAUJAWAN DAL,0,12TH PASS,45,,
UTTAR PRADESH,MATHURA,MAHESH PATHAK,INC,0,GRADUATE,63,356953188,0
UTTAR PRADESH,MATHURA,NARENDRA SINGH,RLD,2,GRADUATE,66,216820285,5708000
UTTAR PRADESH,MATHURA,PHAKKAD BABA,IND,0,LITERATE,73,12722,0
UTTAR PRADESH,MATHURA,PRAMOD KRISHNA,IND,0,12TH PASS,48,359000,0
UTTAR PRADESH,MATHURA,RAMDAS TYAGI,IND,0,LITERATE,44,,
UTTAR PRADESH,MATHURA,RAMDEV GAUTAM,BHARTIYA LOK SEVA DAL,0,12TH PASS,46,4054925,0
UTTAR PRADESH,MEERUT,RAJENDRA AGARWAL,BJP,3,POST GRADUATE,68,13489377,1990094
UTTAR PRADESH,MEERUT,AFZAAL,BAHUJAN MAHA PARTY,2,8TH PASS,48,2121000,50000
UTTAR PRADESH,MEERUT,ARTI AGRAWAL,SHS,0,GRADUATE,39,26953422,922000
UTTAR PRADESH,MEERUT,DHARMENDRA,BHARTIYA JANTA DAL,0,GRADUATE PROFESSIONAL,38,,
UTTAR PRADESH,MEERUT,HAJI MOHAMMAD YAQOOB,BSP,6,8TH PASS,60,89793968,0
UTTAR PRADESH,MEERUT,HARENDRA AGARWAL,INC,1,GRADUATE,68,115801988,3686064
UTTAR PRADESH,MEERUT,KIRAN R. C. JATAV,KARTAVYA RASHTRIYA PARTY,1,GRADUATE,32,,
UTTAR PRADESH,MEERUT,NASIR ALI KHAN,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,OTHERS,46,11276488,363223
UTTAR PRADESH,MEERUT,SAHANSAR PAL SINGH,IND,0,GRADUATE PROFESSIONAL,62,7480634,1523311
UTTAR PRADESH,MEERUT,SHRAWAN KUMAR AGARWAL,IND,0,10TH PASS,65,5415000,0
UTTAR PRADESH,MIRZAPUR,ANUPRIYA SINGH PATEL,APNA DAL (SONEYLAL),2,POST GRADUATE,37,26900662,1805603
UTTAR PRADESH,MIRZAPUR,ADESH TYAGI,BHARAT PRABHAT PARTY,0,GRADUATE,49,24645000,0
UTTAR PRADESH,MIRZAPUR,ARCHANA MISHRA,SATYA BAHUMAT PARTY,0,POST GRADUATE,33,,
UTTAR PRADESH,MIRZAPUR,ASHISH KUMAR TRIPATHI,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,12TH PASS,27,2972000,0
UTTAR PRADESH,MIRZAPUR,DINESH KUMAR PAL,RASHTRIYA SAMAJ PAKSHA,0,GRADUATE,34,695000,0
UTTAR PRADESH,MIRZAPUR,JEERA DEVI,CPI(ML)(L),1,LITERATE,51,,
UTTAR PRADESH,MIRZAPUR,LALITESH PATI TRIPATHI,INC,3,GRADUATE,41,79195975,2723790
UTTAR PRADESH,MIRZAPUR,RADHESHYAM INSHAN,BHARTIYA REPUBLICAN PARTY (INSAN),0,8TH PASS,64,586200,0
UTTAR PRADESH,MISRIKH,ASHOK KUMAR,BJP,0,POST GRADUATE,52,48771207,5735470
UTTAR PRADESH,MISRIKH,AKASH NIRAJ,IND,0,POST GRADUATE,29,2717326,0
UTTAR PRADESH,MISRIKH,ARPIT,IND,0,GRADUATE,35,821000,0
UTTAR PRADESH,MISRIKH,ARUN KUMARI KORI,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,POST GRADUATE,46,,
UTTAR PRADESH,MISRIKH,ARVIND KUMAR,IND,0,GRADUATE,28,45000,0
UTTAR PRADESH,MISRIKH,BEERENDRA KANAUJIYA,HINDUSTHAN NIRMAN DAL,0,GRADUATE,27,,
UTTAR PRADESH,MISRIKH,DR NEELU SATYARTHI,BSP,0,DOCTORATE,44,39928000,300000
UTTAR PRADESH,MISRIKH,MANJARI RAHI,INC,1,POST GRADUATE,53,54872128,1350000
UTTAR PRADESH,MISRIKH,RAHUL KUMAR,BHARTIYA KRISHAK DAL,0,GRADUATE,27,296000,0
UTTAR PRADESH,MISRIKH,RAJU VERMA,IND,0,12TH PASS,29,1865240,1090000
UTTAR PRADESH,MISRIKH,RAMPAL,IND,0,12TH PASS,45,,
UTTAR PRADESH,MISRIKH,SHRI PAL VERMA,IND,0,12TH PASS,60,13653000,1573717
UTTAR PRADESH,MOHANLALGANJ,KAUSHAL KISHORE,BJP,1,GRADUATE,59,55530561,0
UTTAR PRADESH,MOHANLALGANJ,C.L. VERMA,BSP,1,POST GRADUATE,49,83407710,6808934
UTTAR PRADESH,MOHANLALGANJ,GANESH RAWAT,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,12TH PASS,46,64381199,4487364
UTTAR PRADESH,MOHANLALGANJ,JAGDISH PRASAD GAUTAM,MANAVTAWADI SAMAJ PARTY,0,GRADUATE,52,,
UTTAR PRADESH,MOHANLALGANJ,JAGDISH RAWAT,IND,0,12TH PASS,50,36406534,1207090
UTTAR PRADESH,MOHANLALGANJ,PRABHAWATI DEVI,IND,0,LITERATE,45,,
UTTAR PRADESH,MOHANLALGANJ,R.K. CHAUDHARY,INC,0,GRADUATE PROFESSIONAL,60,9185305,0
UTTAR PRADESH,MOHANLALGANJ,RADHA DEVI,PEOPLES PARTY OF INDIA (DEMOCRATIC),0,8TH PASS,57,40823586,3185660
UTTAR PRADESH,MOHANLALGANJ,RAMESH KUMAR,IND,0,POST GRADUATE,47,6008954,0
UTTAR PRADESH,MOHANLALGANJ,SHATROHAN LAL RAWAT,LOK DAL,0,10TH PASS,51,22500000,40000
UTTAR PRADESH,MOHANLALGANJ,SUSHIL KUMAR,AADARSH SANGRAM PARTY,0,12TH PASS,29,,
UTTAR PRADESH,MORADABAD,DR. S T HASAN,SP,0,POST GRADUATE,60,55795546,500000
UTTAR PRADESH,MORADABAD,AKEEL,IND,0,LITERATE,39,2440000,0
UTTAR PRADESH,MORADABAD,BHISHM JEET SINGH,FAUJI JANTA PARTY,0,OTHERS,25,906000,0
UTTAR PRADESH,MORADABAD,DILERAM,BHARTIYA HARIT PARTY,0,12TH PASS,58,,
UTTAR PRADESH,MORADABAD,KUNWAR SARVESH KUMAR,BJP,3,10TH PASS,67,102903614,600000
UTTAR PRADESH,MORADABAD,MO. ASLAM ALIAS PASHA,JAN SHAKTI DAL,0,LITERATE,48,,
UTTAR PRADESH,MORADABAD,MO. IMRAN KHAN,INC,0,POST GRADUATE,32,31547689,10034039
UTTAR PRADESH,MORADABAD,MUSARAAT HUSSAIN,IND,0,GRADUATE,58,8347923,0
UTTAR PRADESH,MORADABAD,NARESH KUMAR SAINI,IND,0,LITERATE,39,880000,0
UTTAR PRADESH,MORADABAD,PRINCE KUMAR SHARMA,IND,0,POST GRADUATE,28,40000,0
UTTAR PRADESH,MORADABAD,ROOPCHAND SINGH,BHARATIYA BAHUJAN SAMTA PARTY,0,12TH PASS,67,,
UTTAR PRADESH,MORADABAD,TEJ SINGH SENY,RASHTRIYA SAMANTA DAL,0,8TH PASS,49,5188005,36000
UTTAR PRADESH,MUZAFFARNAGAR,SANJEEV KUMAR BALYAN,BJP,1,DOCTORATE,46,,
