YEAR,State,Constituency,Total_Electors,Turnout_Percent,Votes_Polled_Including_NOTA
2004,A&N ISLANDS,A&N ISLANDS,,,153825.0
2004,ANDHRA PRADESH,ADILABAD,,,831337.0
2004,ANDHRA PRADESH,AMALAPURAM,,,704224.0
2004,ANDHRA PRADESH,ANAKAPALLI,,,782106.0
2004,ANDHRA PRADESH,ANANTAPURAMU,,,875135.0
2004,ANDHRA PRADESH,BAPATLA,,,735462.0
2004,ANDHRA PRADESH,BHADRACHALAM,,,823415.0
2004,ANDHRA PRADESH,BOBBILI,,,746725.0
2004,ANDHRA PRADESH,CHITTOOR,,,875992.0
2004,ANDHRA PRADESH,CUDDAPAH,,,819201.0
2004,ANDHRA PRADESH,ELURU,,,896946.0
2004,ANDHRA PRADESH,GUNTUR,,,821478.0
2004,ANDHRA PRADESH,HANAMKONDA,,,831926.0
2004,ANDHRA PRADESH,HINDUPUR,,,868063.0
2004,ANDHRA PRADESH,HYDERABAD,,,986737.0
2004,ANDHRA PRADESH,KAKINADA,,,832284.0
2004,ANDHRA PRADESH,KARIMNAGAR,,,874498.0
2004,ANDHRA PRADESH,KHAMMAM,,,1023177.0
2004,ANDHRA PRADESH,KURNOOL,,,818809.0
2004,ANDHRA PRADESH,MACHILIPATNAM,,,755314.0
2004,ANDHRA PRADESH,MAHABUBNAGAR,,,866550.0
2004,ANDHRA PRADESH,MEDAK,,,901015.0
2004,ANDHRA PRADESH,MIRYALGUDA,,,962599.0
2004,ANDHRA PRADESH,NAGARKURNOOL,,,883350.0
2004,ANDHRA PRADESH,NALGONDA,,,1047866.0
2004,ANDHRA PRADESH,NANDYAL,,,829976.0
2004,ANDHRA PRADESH,NARASAPUR,,,768537.0
2004,ANDHRA PRADESH,NARASARAOPET,,,899784.0
2004,ANDHRA PRADESH,NELLORE,,,836502.0
2004,ANDHRA PRADESH,NIZAMABAD,,,782439.0
2004,ANDHRA PRADESH,ONGOLE,,,799109.0
2004,ANDHRA PRADESH,PARVATHIPURAM,,,660923.0
2004,ANDHRA PRADESH,PEDDAPALLI,,,939450.0
2004,ANDHRA PRADESH,RAJAHMUNDRY,,,816125.0
2004,ANDHRA PRADESH,RAJAMPET,,,691329.0
2004,ANDHRA PRADESH,SECUNDERABAD,,,973288.0
2004,ANDHRA PRADESH,SIDDIPET,,,1119814.0
2004,ANDHRA PRADESH,SRIKAKULAM,,,723774.0
2004,ANDHRA PRADESH,TENALI,,,673462.0
2004,ANDHRA PRADESH,TIRUPATI,,,850787.0
2004,ANDHRA PRADESH,VIJAYAWADA,,,945550.0
2004,ANDHRA PRADESH,VISAKHAPATNAM,,,965740.0
2004,ANDHRA PRADESH,WARANGAL,,,921872.0
2004,ARUNACHAL PRADESH,ARUNACHAL EAST,,,163374.0
2004,ARUNACHAL PRADESH,ARUNACHAL WEST,,,221554.0
2004,ASSAM,AUTONOMOUS DISTS,,,401377.0
2004,ASSAM,BARPETA,,,762681.0
2004,ASSAM,DHUBRI,,,863592.0
2004,ASSAM,DIBRUGARH,,,631240.0
2004,ASSAM,GAUHATI,,,881775.0
2004,ASSAM,JORHAT,,,666835.0
2004,ASSAM,KALIABOR,,,763083.0
2004,ASSAM,KARIMGANJ,,,671491.0
2004,ASSAM,KOKRAJHAR,,,966987.0
2004,ASSAM,LAKHIMPUR,,,800020.0
2004,ASSAM,MANGALDOI,,,848938.0
2004,ASSAM,NOWGONG,,,786069.0
2004,ASSAM,SILCHAR,,,608233.0
2004,ASSAM,TEZPUR,,,719768.0
2004,BIHAR,ARARIA,,,652439.0
2004,BIHAR,ARRAH,,,787399.0
2004,BIHAR,AURANGABAD,,,767238.0
2004,BIHAR,BAGAHA,,,570822.0
2004,BIHAR,BALIA,,,632343.0
2004,BIHAR,BANKA,,,713888.0
2004,BIHAR,BARH,,,864102.0
2004,BIHAR,BEGUSARAI,,,678667.0
2004,BIHAR,BETTIAH,,,569909.0
2004,BIHAR,BHAGALPUR,,,757287.0
2004,BIHAR,BIKRAMGANJ,,,733986.0
2004,BIHAR,BUXAR,,,649158.0
2004,BIHAR,CHAPRA,,,446101.0
2004,BIHAR,DARBHANGA,,,762657.0
2004,BIHAR,GAYA,,,883403.0
2004,BIHAR,GOPALGANJ,,,694492.0
2004,BIHAR,HAJIPUR,,,773597.0
2004,BIHAR,JAHANABAD,,,863843.0
2004,BIHAR,JHANJHARPUR,,,704243.0
2004,BIHAR,KATIHAR,,,704449.0
2004,BIHAR,KHAGARIA,,,676017.0
2004,BIHAR,KISHANGANJ,,,813315.0
2004,BIHAR,MADHEPURA,,,695674.0
2004,BIHAR,MADHUBANI,,,695146.0
2004,BIHAR,MAHARAJGANJ,,,664434.0
2004,BIHAR,MONGHYR,,,838216.0
2004,BIHAR,MOTIHARI,,,679090.0
2004,BIHAR,MUZAFFARPUR,,,784096.0
2004,BIHAR,NALANDA,,,895116.0
2004,BIHAR,NAWADA,,,1010037.0
2004,BIHAR,PATNA,,,901616.0
2004,BIHAR,PURNEA,,,709015.0
2004,BIHAR,ROSERA,,,713798.0
2004,BIHAR,SAHARSA,,,738280.0
2004,BIHAR,SAMASTIPUR,,,864746.0
2004,BIHAR,SASARAM,,,697268.0
2004,BIHAR,SHEOHAR,,,666398.0
2004,BIHAR,SITAMARHI,,,690851.0
2004,BIHAR,SIWAN,,,637549.0
2004,BIHAR,VAISHALI,,,748759.0
2004,CHANDIGARH,CHANDIGARH,,,268670.0
2004,CHHATTISGARH,BASTAR,,,450425.0
2004,CHHATTISGARH,BILASPUR,,,621425.0
2004,CHHATTISGARH,DURG,,,761815.0
2004,CHHATTISGARH,JANJGIR,,,717698.0
2004,CHHATTISGARH,KANKER,,,553888.0
2004,CHHATTISGARH,MAHASAMUND,,,771432.0
2004,CHHATTISGARH,RAIGARH,,,648435.0
2004,CHHATTISGARH,RAIPUR,,,689517.0
2004,CHHATTISGARH,RAJNANDGAON,,,665935.0
2004,CHHATTISGARH,SARANGARH,,,587907.0
2004,CHHATTISGARH,SARGUJA,,,676699.0
2004,D&N HAVELI,DADRA & NAGAR HAVELI,,,84703.0
2004,DAMAN & DIU,DAMAN & DIU,,,55591.0
2004,GOA,MARMAGOA,,,297678.0
2004,GOA,PANAJI,,,254819.0
2004,GUJARAT,AHMEDABAD,,,548559.0
2004,GUJARAT,AMRELI,,,475646.0
2004,GUJARAT,ANAND,,,591240.0
2004,GUJARAT,BANASKANTHA,,,642355.0
2004,GUJARAT,BARODA,,,652409.0
2004,GUJARAT,BHAVNAGAR,,,444831.0
2004,GUJARAT,BROACH,,,680795.0
2004,GUJARAT,BULSAR,,,689982.0
2004,GUJARAT,CHHOTA UDAIPUR,,,556516.0
2004,GUJARAT,DHANDHUKA,,,516553.0
2004,GUJARAT,DOHAD,,,517845.0
2004,GUJARAT,GANDHINAGAR,,,845576.0
2004,GUJARAT,GODHRA,,,537381.0
2004,GUJARAT,JAMNAGAR,,,433441.0
2004,GUJARAT,JUNAGADH,,,658706.0
2004,GUJARAT,KAIRA,,,450929.0
2004,GUJARAT,KAPADVANJ,,,595314.0
2004,GUJARAT,KUTCH,,,459043.0
2004,GUJARAT,MANDVI,,,644812.0
2004,GUJARAT,MEHSANA,,,695407.0
2004,GUJARAT,PATAN,,,538157.0
2004,GUJARAT,PORBANDAR,,,490480.0
2004,GUJARAT,RAJKOT,,,538626.0
2004,GUJARAT,SABARKANTHA,,,654471.0
2004,GUJARAT,SURAT,,,896276.0
2004,GUJARAT,SURENDRANAGAR,,,455554.0
2004,HARYANA,AMBALA,,,847725.0
2004,HARYANA,BHIWANI,,,871144.0
2004,HARYANA,FARIDABAD,,,844718.0
2004,HARYANA,HISSAR,,,769851.0
2004,HARYANA,KARNAL,,,818927.0
2004,HARYANA,KURUKSHETRA,,,850858.0
2004,HARYANA,MAHENDRAGARH,,,849305.0
2004,HARYANA,ROHTAK,,,662049.0
2004,HARYANA,SIRSA,,,841682.0
2004,HARYANA,SONEPAT,,,737119.0
2004,HIMACHAL PRADESH,HAMIRPUR,,,654102.0
2004,HIMACHAL PRADESH,KANGRA,,,643177.0
2004,HIMACHAL PRADESH,MANDI,,,669552.0
2004,HIMACHAL PRADESH,SIMLA,,,528655.0
2004,JAMMU & KASHMIR,ANANTNAG,,,150219.0
2004,JAMMU & KASHMIR,BARAMULLA,,,334770.0
2004,JAMMU & KASHMIR,JAMMU,,,821670.0
2004,JAMMU & KASHMIR,LADAKH,,,128931.0
2004,JAMMU & KASHMIR,SRINAGAR,,,195678.0
2004,JAMMU & KASHMIR,UDHAMPUR,,,608074.0
2004,JHARKHAND,CHATRA,,,435504.0
2004,JHARKHAND,DHANBAD,,,941478.0
2004,JHARKHAND,DUMKA,,,625118.0
2004,JHARKHAND,GIRIDIH,,,714378.0
2004,JHARKHAND,GODDA,,,831356.0
2004,JHARKHAND,HAZARIBAGH,,,705439.0
2004,JHARKHAND,JAMSHEDPUR,,,776519.0
2004,JHARKHAND,KHUNTI,,,490772.0
2004,JHARKHAND,KODARMA,,,825710.0
2004,JHARKHAND,LOHARDAGA,,,466464.0
2004,JHARKHAND,PALAMU,,,641543.0
2004,JHARKHAND,RAJMAHAL,,,691123.0
2004,JHARKHAND,RANCHI,,,695754.0
2004,JHARKHAND,SINGHBHUM,,,520155.0
2004,KARNATAKA,BAGALKOT,,,868472.0
2004,KARNATAKA,BANGALORE NORTH,,,1156845.0
2004,KARNATAKA,BANGALORE SOUTH,,,800649.0
2004,KARNATAKA,BELAGAVI,,,893902.0
2004,KARNATAKA,BELLARY,,,950328.0
2004,KARNATAKA,BIDAR,,,815792.0
2004,KARNATAKA,BIJAPUR,,,789734.0
2004,KARNATAKA,CHAMARAJANAGAR,,,853214.0
2004,KARNATAKA,CHIKBALLAPUR,,,931128.0
2004,KARNATAKA,CHIKKODI,,,838005.0
2004,KARNATAKA,CHIKMAGALUR,,,819254.0
2004,KARNATAKA,CHITRADURGA,,,918905.0
2004,KARNATAKA,DAVANGERE,,,910398.0
2004,KARNATAKA,DHARWAD NORTH,,,810552.0
2004,KARNATAKA,DHARWAD SOUTH,,,864810.0
2004,KARNATAKA,GULBARGA,,,827894.0
2004,KARNATAKA,HAASAN,,,912195.0
2004,KARNATAKA,KANAKAPURA,,,1552416.0
2004,KARNATAKA,KANARA,,,833932.0
2004,KARNATAKA,KOLAR,,,909264.0
2004,KARNATAKA,KOPPAL,,,894082.0
2004,KARNATAKA,MANDYA,,,857564.0
2004,KARNATAKA,MANGALORE,,,791572.0
2004,KARNATAKA,MYSORE,,,957267.0
2004,KARNATAKA,RAICHUR,,,825096.0
2004,KARNATAKA,SHIMOGA,,,887290.0
2004,KARNATAKA,TUMKUR,,,863743.0
2004,KARNATAKA,UDUPI,,,780356.0
2004,KERALA,ADOOR,,,684434.0
2004,KERALA,ALAPPUZHA,,,730096.0
2004,KERALA,BADAGARA,,,828533.0
2004,KERALA,CALICUT,,,781184.0
2004,KERALA,CHIRAYINKIL,,,669639.0
2004,KERALA,ERNAKULAM,,,658916.0
2004,KERALA,IDUKKI,,,729426.0
2004,KERALA,KANNUR,,,860998.0
2004,KERALA,KASARAGOD,,,901603.0
2004,KERALA,KOLLAM,,,705482.0
2004,KERALA,KOTTAYAM,,,705776.0
2004,KERALA,MANJERI,,,907283.0
2004,KERALA,MAVELIKARA,,,644614.0
2004,KERALA,MUKUNDAPURAM,,,723009.0
2004,KERALA,MUVATTUPUZHA,,,745871.0
2004,KERALA,OTTAPALAM,,,806835.0
2004,KERALA,PALAKKAD,,,820856.0
2004,KERALA,PONNANI,,,730339.0
2004,KERALA,THIRUVANANTHAPURAM,,,763829.0
2004,KERALA,THRISSUR,,,687705.0
2004,LAKSHADWEEP,LAKSHADWEEP,,,31820.0
2004,MADHYA PRADESH,BALAGHAT,,,609321.0
2004,MADHYA PRADESH,BETUL,,,547702.0
2004,MADHYA PRADESH,BHIND,,,606358.0
2004,MADHYA PRADESH,BHOPAL,,,858463.0
2004,MADHYA PRADESH,CHHINDWARA,,,754637.0
2004,MADHYA PRADESH,DAMOH,,,591218.0
2004,MADHYA PRADESH,DHAR,,,703372.0
2004,MADHYA PRADESH,GUNA,,,668393.0
2004,MADHYA PRADESH,GWALIOR,,,564692.0
2004,MADHYA PRADESH,HOSHANGABAD,,,634343.0
2004,MADHYA PRADESH,INDORE,,,854503.0
2004,MADHYA PRADESH,JABALPUR,,,571395.0
2004,MADHYA PRADESH,JHABUA,,,628903.0
2004,MADHYA PRADESH,KHAJURAHO,,,772442.0
2004,MADHYA PRADESH,KHANDWA,,,605295.0
2004,MADHYA PRADESH,KHARGONE,,,652254.0
2004,MADHYA PRADESH,MANDLA,,,588269.0
2004,MADHYA PRADESH,MANDSAUR,,,776538.0
2004,MADHYA PRADESH,MORENA,,,487443.0
2004,MADHYA PRADESH,RAJGARH,,,599229.0
2004,MADHYA PRADESH,REWA,,,630747.0
2004,MADHYA PRADESH,SAGAR,,,479443.0
2004,MADHYA PRADESH,SATNA,,,610602.0
2004,MADHYA PRADESH,SEONI,,,599553.0
2004,MADHYA PRADESH,SHAHDOL,,,509340.0
2004,MADHYA PRADESH,SHAJAPUR,,,720241.0
2004,MADHYA PRADESH,SIDHI,,,457209.0
2004,MADHYA PRADESH,UJJAIN,,,720780.0
2004,MADHYA PRADESH,VIDISHA,,,656555.0
2004,MAHARASHTRA,AHMEDNAGAR,,,687722.0
2004,MAHARASHTRA,AKOLA,,,735372.0
2004,MAHARASHTRA,AMRAVATI,,,676421.0
2004,MAHARASHTRA,AURANGABAD,,,912571.0
2004,MAHARASHTRA,BARAMATI,,,893331.0
2004,MAHARASHTRA,BEED,,,884234.0
2004,MAHARASHTRA,BHANDARA,,,680476.0
2004,MAHARASHTRA,BULDHANA,,,761264.0
2004,MAHARASHTRA,CHANDRAPUR,,,841144.0
2004,MAHARASHTRA,CHIMUR,,,775523.0
2004,MAHARASHTRA,DAHANU,,,683353.0
2004,MAHARASHTRA,DHULE,,,455571.0
2004,MAHARASHTRA,ERANDOL,,,609800.0
2004,MAHARASHTRA,HINGOLI,,,728325.0
2004,MAHARASHTRA,ICHALKARANJI,,,791087.0
2004,MAHARASHTRA,JALGAON,,,616969.0
2004,MAHARASHTRA,JALNA,,,756365.0
2004,MAHARASHTRA,KARAD,,,714523.0
2004,MAHARASHTRA,KHED,,,732045.0
2004,MAHARASHTRA,KOLABA,,,793445.0
2004,MAHARASHTRA,KOLHAPUR,,,813344.0
2004,MAHARASHTRA,KOPARGAON,,,668700.0
2004,MAHARASHTRA,LATUR,,,822355.0
2004,MAHARASHTRA,MALEGAON,,,590772.0
2004,MAHARASHTRA,MUMBAI NORTH,,,1119342.0
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,,,514593.0
2004,MAHARASHTRA,MUMBAI NORTH EAST,,,925659.0
2004,MAHARASHTRA,MUMBAI NORTH WEST,,,747687.0
2004,MAHARASHTRA,MUMBAI SOUTH,,,274358.0
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,,,347972.0
2004,MAHARASHTRA,NAGPUR,,,792451.0
2004,MAHARASHTRA,NANDED,,,800145.0
2004,MAHARASHTRA,NANDURBAR,,,639907.0
2004,MAHARASHTRA,NASHIK,,,656525.0
2004,MAHARASHTRA,OSMANABAD,,,637933.0
2004,MAHARASHTRA,PANDHARPUR,,,689127.0
2004,MAHARASHTRA,PARBHANI,,,675985.0
2004,MAHARASHTRA,PUNE,,,769018.0
2004,MAHARASHTRA,RAJAPUR,,,480535.0
2004,MAHARASHTRA,RAMTEK,,,647483.0
2004,MAHARASHTRA,RATNAGIRI,,,560976.0
2004,MAHARASHTRA,SANGLI,,,692999.0
2004,MAHARASHTRA,SATARA,,,675012.0
2004,MAHARASHTRA,SHOLAPUR,,,656801.0
2004,MAHARASHTRA,THANE,,,1313252.0
2004,MAHARASHTRA,WARDHA,,,626105.0
2004,MAHARASHTRA,WASHIM,,,720723.0
2004,MAHARASHTRA,YAVATMAL,,,663978.0
2004,MANIPUR,INNER MANIPUR,,,416406.0
2004,MANIPUR,OUTER MANIPUR,,,619151.0
2004,MEGHALAYA,SHILLONG,,,367780.0
2004,MEGHALAYA,TURA,,,311113.0
2004,MIZORAM,MIZORAM,,,348546.0
2004,NAGALAND,NAGALAND,,,954719.0
2004,NCT OF DELHI,CHANDNI CHOWK,,,179007.0
2004,NCT OF DELHI,DELHI SADAR,,,271544.0
2004,NCT OF DELHI,EAST DELHI,,,1190814.0
2004,NCT OF DELHI,KAROL BAGH,,,249185.0
2004,NCT OF DELHI,NEW DELHI,,,202557.0
2004,NCT OF DELHI,OUTER DELHI,,,1553849.0
2004,NCT OF DELHI,SOUTH DELHI,,,478876.0
2004,ODISHA,ASKA,,,680381.0
2004,ODISHA,BALASORE,,,947569.0
2004,ODISHA,BERHAMPORE,,,719379.0
2004,ODISHA,BHADRAK,,,932276.0
2004,ODISHA,BHUBANESWAR,,,853005.0
2004,ODISHA,BOLANGIR,,,728378.0
2004,ODISHA,CUTTACK,,,820302.0
2004,ODISHA,DEOGARH,,,823301.0
2004,ODISHA,DHENKANAL,,,790367.0
2004,ODISHA,JAGATSINGHPUR,,,926511.0
2004,ODISHA,JAJPUR,,,876208.0
2004,ODISHA,KALAHANDI,,,754128.0
2004,ODISHA,KENDRAPARA,,,836265.0
2004,ODISHA,KEONJHAR,,,814662.0
2004,ODISHA,KORAPUT,,,735667.0
2004,ODISHA,MAYURBHANJ,,,695997.0
2004,ODISHA,NOWRANGPUR,,,780728.0
2004,ODISHA,PHULBANI,,,787293.0
2004,ODISHA,PURI,,,888955.0
2004,ODISHA,SAMBALPUR,,,810601.0
2004,ODISHA,SUNDARGARH,,,732351.0
2004,PUDUCHERRY,PUDUCHERRY,,,483816.0
2004,PUNJAB,AMRITSAR,,,711820.0
2004,PUNJAB,BHATINDA,,,763195.0
2004,PUNJAB,FARIDKOT,,,893144.0
2004,PUNJAB,FEROZEPUR,,,866640.0
2004,PUNJAB,GURDASPUR,,,785834.0
2004,PUNJAB,HOSHIARPUR,,,655691.0
2004,PUNJAB,JALANDHAR,,,741739.0
2004,PUNJAB,LUDHIANA,,,869927.0
2004,PUNJAB,PATIALA,,,874131.0
2004,PUNJAB,PHILLAUR,,,722537.0
2004,PUNJAB,ROPAR,,,790221.0
2004,PUNJAB,SANGRUR,,,836818.0
2004,PUNJAB,TARN TARAN,,,717375.0
2004,RAJASTHAN,AJMER,,,529549.0
2004,RAJASTHAN,ALWAR,,,542876.0
2004,RAJASTHAN,BANSWARA,,,666098.0
2004,RAJASTHAN,BARMER,,,1048698.0
2004,RAJASTHAN,BAYANA,,,490633.0
2004,RAJASTHAN,BHARATPUR,,,576987.0
2004,RAJASTHAN,BHILWARA,,,619696.0
2004,RAJASTHAN,BIKANER,,,1077364.0
2004,RAJASTHAN,CHITTORGARH,,,672477.0
2004,RAJASTHAN,CHURU,,,833976.0
2004,RAJASTHAN,DAUSA,,,716901.0
2004,RAJASTHAN,GANGANAGAR,,,722938.0
2004,RAJASTHAN,JAIPUR,,,881075.0
2004,RAJASTHAN,JALORE,,,655868.0
2004,RAJASTHAN,JHALAWAR,,,567611.0
2004,RAJASTHAN,JHUN JHUNU,,,681505.0
2004,RAJASTHAN,JODHPUR,,,864927.0
2004,RAJASTHAN,KOTA,,,580105.0
2004,RAJASTHAN,NAGAUR,,,631471.0
2004,RAJASTHAN,PALI,,,542738.0
2004,RAJASTHAN,SALUMBER,,,629834.0
2004,RAJASTHAN,SAWAI MADHOPUR,,,665594.0
2004,RAJASTHAN,SIKAR,,,779471.0
2004,RAJASTHAN,TONK,,,594358.0
2004,RAJASTHAN,UDAIPUR,,,759698.0
2004,SIKKIM,SIKKIM,,,219648.0
2004,TAMIL NADU,ARAKKONAM,,,775439.0
2004,TAMIL NADU,CHENGALPATTU,,,759076.0
2004,TAMIL NADU,CHIDAMBARAM,,,743410.0
2004,TAMIL NADU,COIMBATORE,,,878866.0
2004,TAMIL NADU,CUDDALORE,,,760180.0
2004,TAMIL NADU,DHARMAPURI,,,709991.0
2004,TAMIL NADU,DINDIGUL,,,690231.0
2004,TAMIL NADU,GOBICHETTIPALAYAM,,,680103.0
2004,TAMIL NADU,KARUR,,,743592.0
2004,TAMIL NADU,KRISHNAGIRI,,,738737.0
2004,TAMIL NADU,MADRAS CENTRAL,,,512820.0
2004,TAMIL NADU,MADRAS NORTH,,,915865.0
2004,TAMIL NADU,MADRAS SOUTH,,,934548.0
2004,TAMIL NADU,MADURAI,,,739680.0
2004,TAMIL NADU,MAYILADUTURAI,,,695627.0
2004,TAMIL NADU,NAGAPATTINAM,,,751436.0
2004,TAMIL NADU,NAGERCOIL,,,673555.0
2004,TAMIL NADU,NILGIRIS,,,780890.0
2004,TAMIL NADU,PALANI,,,695442.0
2004,TAMIL NADU,PERAMBALUR,,,707028.0
2004,TAMIL NADU,PERIYAKULAM,,,700534.0
2004,TAMIL NADU,POLLACHI,,,642999.0
2004,TAMIL NADU,PUDUKKOTTAI,,,820271.0
2004,TAMIL NADU,RAMANATHAPURAM,,,674387.0
2004,TAMIL NADU,RASIPURAM,,,695976.0
2004,TAMIL NADU,SALEM,,,741437.0
2004,TAMIL NADU,SIVAGANGA,,,667208.0
2004,TAMIL NADU,SIVAKASI,,,830643.0
2004,TAMIL NADU,SRIPERUMBUDUR,,,843101.0
2004,TAMIL NADU,TENKASI,,,712150.0
2004,TAMIL NADU,THANJAVUR,,,708724.0
2004,TAMIL NADU,TINDIVANAM,,,726923.0
2004,TAMIL NADU,TIRUCHENDUR,,,631008.0
2004,TAMIL NADU,TIRUCHENGODE,,,864451.0
2004,TAMIL NADU,TIRUCHIRAPPALLI,,,708137.0
2004,TAMIL NADU,TIRUNELVELI,,,633782.0
2004,TAMIL NADU,TIRUPPATTUR,,,776085.0
2004,TAMIL NADU,VANDAVASI,,,703269.0
2004,TAMIL NADU,VELLORE,,,746914.0
2004,TRIPURA,TRIPURA EAST,,,623094.0
2004,TRIPURA,TRIPURA WEST,,,701159.0
2004,UTTAR PRADESH,AGRA,,,642719.0
2004,UTTAR PRADESH,AKBARPUR,,,741572.0
2004,UTTAR PRADESH,ALIGARH,,,633685.0
2004,UTTAR PRADESH,ALLAHABAD,,,656498.0
2004,UTTAR PRADESH,AMETHI,,,589596.0
2004,UTTAR PRADESH,AMROHA,,,885159.0
2004,UTTAR PRADESH,AONLA,,,536458.0
2004,UTTAR PRADESH,AZAMGARH,,,711430.0
2004,UTTAR PRADESH,BAGHPAT,,,656900.0
2004,UTTAR PRADESH,BAHRAICH,,,549537.0
2004,UTTAR PRADESH,BALLIA,,,619762.0
2004,UTTAR PRADESH,BALRAMPUR,,,698106.0
2004,UTTAR PRADESH,BANDA,,,526335.0
2004,UTTAR PRADESH,BANSGAON,,,632109.0
2004,UTTAR PRADESH,BARA BANKI,,,540251.0
2004,UTTAR PRADESH,BAREILLY,,,822848.0
2004,UTTAR PRADESH,BASTI,,,576404.0
2004,UTTAR PRADESH,BIJNOR,,,705737.0
2004,UTTAR PRADESH,BILHAUR,,,641397.0
2004,UTTAR PRADESH,BUDAUN,,,590009.0
2004,UTTAR PRADESH,BULANDSHAHR,,,685261.0
2004,UTTAR PRADESH,CHAIL,,,555376.0
2004,UTTAR PRADESH,CHANDAULI,,,704435.0
2004,UTTAR PRADESH,DEORIA,,,729788.0
2004,UTTAR PRADESH,DOMARIAGANJ,,,643129.0
2004,UTTAR PRADESH,ETAH,,,587118.0
2004,UTTAR PRADESH,ETAWAH,,,703946.0
2004,UTTAR PRADESH,FAIZABAD,,,686599.0
2004,UTTAR PRADESH,FARRUKHABAD,,,665435.0
2004,UTTAR PRADESH,FATEHPUR,,,506699.0
2004,UTTAR PRADESH,FIROZABAD,,,531363.0
2004,UTTAR PRADESH,GHATAMPUR,,,504766.0
2004,UTTAR PRADESH,GHAZIPUR,,,869184.0
2004,UTTAR PRADESH,GHOSI,,,721582.0
2004,UTTAR PRADESH,GONDA,,,606654.0
2004,UTTAR PRADESH,GORAKHPUR,,,689248.0
2004,UTTAR PRADESH,HAMIRPUR,,,604099.0
2004,UTTAR PRADESH,HAPUR,,,799736.0
2004,UTTAR PRADESH,HARDOI,,,522103.0
2004,UTTAR PRADESH,HATHRAS,,,492135.0
2004,UTTAR PRADESH,JALAUN,,,579777.0
2004,UTTAR PRADESH,JALESAR,,,650356.0
2004,UTTAR PRADESH,JAUNPUR,,,713014.0
2004,UTTAR PRADESH,JHANSI,,,819646.0
2004,UTTAR PRADESH,KAIRANA,,,816726.0
2004,UTTAR PRADESH,KAISERGANJ,,,569950.0
2004,UTTAR PRADESH,KANNAUJ,,,758627.0
2004,UTTAR PRADESH,KANPUR,,,618721.0
2004,UTTAR PRADESH,KHALILABAD,,,700715.0
2004,UTTAR PRADESH,KHERI,,,706718.0
2004,UTTAR PRADESH,KHURJA,,,600704.0
2004,UTTAR PRADESH,LALGANJ,,,763618.0
2004,UTTAR PRADESH,LUCKNOW,,,578556.0
2004,UTTAR PRADESH,MACHHLISHAHR,,,676371.0
2004,UTTAR PRADESH,MAHARAJGANJ,,,746622.0
2004,UTTAR PRADESH,MAINPURI,,,719918.0
2004,UTTAR PRADESH,MATHURA,,,602187.0
2004,UTTAR PRADESH,MEERUT,,,697484.0
2004,UTTAR PRADESH,MIRZAPUR,,,728015.0
2004,UTTAR PRADESH,MISRIKH,,,550849.0
2004,UTTAR PRADESH,MOHANLALGANJ,,,571879.0
2004,UTTAR PRADESH,MORADABAD,,,655175.0
2004,UTTAR PRADESH,MUZAFFARNAGAR,,,862408.0
2004,UTTAR PRADESH,PADRAUNA,,,790050.0
2004,UTTAR PRADESH,PHULPUR,,,755222.0
2004,UTTAR PRADESH,PILIBHIT,,,677107.0
2004,UTTAR PRADESH,PRATAPGARH,,,572548.0
2004,UTTAR PRADESH,RAE BARELI,,,643560.0
2004,UTTAR PRADESH,RAMPUR,,,810596.0
2004,UTTAR PRADESH,ROBERTSGANJ,,,724824.0
2004,UTTAR PRADESH,SAHARANPUR,,,990415.0
2004,UTTAR PRADESH,SAIDPUR,,,711340.0
2004,UTTAR PRADESH,SALEMPUR,,,669623.0
2004,UTTAR PRADESH,SAMBHAL,,,759384.0
2004,UTTAR PRADESH,SHAHABAD,,,579629.0
2004,UTTAR PRADESH,SHAHJAHANPUR,,,633853.0
2004,UTTAR PRADESH,SITAPUR,,,596569.0
2004,UTTAR PRADESH,SULTANPUR,,,721049.0
2004,UTTAR PRADESH,UNNAO,,,547566.0
2004,UTTAR PRADESH,VARANASI,,,633077.0
2004,UTTARAKHAND,ALMORA,,,505223.0
2004,UTTARAKHAND,GARHWAL,,,503240.0
2004,UTTARAKHAND,HARIDWAR,,,486352.0
2004,UTTARAKHAND,NAINITAL,,,616628.0
2004,UTTARAKHAND,TEHRI GARHWAL,,,561428.0
2004,WEST BENGAL,ALIPURDUARS,,,840836.0
2004,WEST BENGAL,ARAMBAGH,,,964840.0
2004,WEST BENGAL,ASANSOL,,,725198.0
2004,WEST BENGAL,BALURGHAT,,,925631.0
2004,WEST BENGAL,BANKURA,,,695487.0
2004,WEST BENGAL,BARASAT,,,1153160.0
2004,WEST BENGAL,BARRACKPORE,,,794426.0
2004,WEST BENGAL,BASIRHAT,,,907585.0
2004,WEST BENGAL,BERHAMPORE,,,991515.0
2004,WEST BENGAL,BIRBHUM,,,724061.0
2004,WEST BENGAL,BOLPUR,,,770059.0
2004,WEST BENGAL,BURDWAN,,,997024.0
2004,WEST BENGAL,CALCUTTA NORTH EAST,,,568885.0
2004,WEST BENGAL,CALCUTTA NORTH WEST,,,360117.0
2004,WEST BENGAL,CALCUTTA SOUTH,,,772742.0
2004,WEST BENGAL,CONTAI,,,926774.0
2004,WEST BENGAL,COOCH BEHAR,,,952563.0
