State,Constituency,Candidate,Party,Gender,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities,Source_URL,Year
PUNJAB,AMRITSAR,NEELAM,INDEPENDENT,,0,,38.0,"80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,DILBAGH SINGH,INDEPENDENT,,0,,57.0,"30,63,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,AMRITSAR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,AMRITPAL SINGH,INDEPENDENT,,12,,31.0,"18,38,440",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,KULBIR SINGH ZIRA,INDIAN NATIONAL CONGRESS,,0,,44.0,"1,66,93,191",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,LALJIT SINGH BHULLAR,AAM AADMI PARTY,,2,,42.0,"9,14,36,489",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,VIRSA SINGH VALTOHA,SHIROMANI AKALI DAL,,0,,62.0,"6,56,87,775",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,MANJIT SINGH MANNA,BHARATIYA JANATA PARTY,,0,,50.0,"1,59,05,222",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,PARAMJIT SINGH,INDEPENDENT,,0,,46.0,"91,56,996",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,CHAIN SINGH BAINKA,AAS PUNJAB PARTY,,0,,36.0,"9,67,400",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,SATNAM SINGH,BAHUJAN SAMAJ PARTY,,0,,30.0,"40,81,837",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,SARABJIT SINGH,INDEPENDENT,,0,,44.0,"17,71,632",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,GURDIAL SINGH,COMMUNIST PARTY OF INDIA,,0,,57.0,"3,51,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,ANOKH SINGH KATWAL,INDEPENDENT,,0,,40.0,"76,80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,GURPREET SINGH,INDEPENDENT,,0,,29.0,"88,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,AJIT SINGH,INDEPENDENT,,0,,38.0,"10,65,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,ARUN KUMAR,INDEPENDENT,,0,,35.0,"9,14,143",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,SURJIT SINGH BHIKHIWIND,INDEPENDENT,,3,,45.0,"73,94,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,KAWALJIT SINGH,INDEPENDENT,,0,,48.0,"26,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,HARJINDER SINGH,INDEPENDENT,,0,,42.0,"5,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,KANWALJIT SINGH,INDEPENDENT,,0,,52.0,"64,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,PARMINDER SINGH,INDEPENDENT,,0,,44.0,"1,34,90,225",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,JASWANT SINGH SOHAL,INDEPENDENT,,2,,42.0,"83,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,LAKHBIR SINGH,INDEPENDENT,,0,,52.0,"76,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,VIKRAMJIT SINGH,INDEPENDENT,,0,,39.0,"60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,VIJAY KUMAR,INDEPENDENT,,0,,51.0,"93,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,DILBAGH SINGH,ALL INDIA MAZDOOR PARTY (RANGRETA),,0,,52.0,"2,47,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,SIMRANJEET SINGH,INDEPENDENT,,0,,36.0,"6,02,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,MAHINDER SINGH HAMIRA,INDEPENDENT,,0,,56.0,"25,47,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,NAVEEN KUMAR SHARMA,SANJHI VIRASAT PARTY,,0,,52.0,"8,05,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,KHADOOR SAHIB,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,CHARANJIT SINGH CHANNI,INDIAN NATIONAL CONGRESS,,0,,61.0,"10,21,19,804",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,SUSHIL KUMAR RINKU,BHARATIYA JANATA PARTY,,0,,49.0,"1,53,55,933",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,PAWAN KUMAR TINU,AAM AADMI PARTY,,3,,58.0,"4,59,86,674",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,MOHINDER SINGH KAYPEE,SHIROMANI AKALI DAL,,0,,67.0,"11,63,01,173",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,ADVOCATE BALWINDER KUMAR,BAHUJAN SAMAJ PARTY,,1,,45.0,"49,72,497",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,SARABJIT SINGH KHALSA,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,1,,35.0,"40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,MASTER PARSHOTAM LAL BILGA,COMMUNIST PARTY OF INDIA (MARXIST),,0,,73.0,"2,25,432",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,IQBAL CHAND MATTU,INDEPENDENT,,0,,59.0,"46,49,879",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,NEETU SHATTRA WALA,INDEPENDENT,,0,,39.0,"80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,AMRISH BHAGAT,INDEPENDENT,,0,,57.0,"7,68,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,GURDEEP SINGH BITTU,INDEPENDENT,,0,,55.0,"11,77,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,RAJ KUMAR SAQI,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,41.0,"71,047",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,SONIA,REPUBLICAN PARTY OF INDIA (ATHAWALE),,0,,50.0,"6,52,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,RAJWANT KAUR KHALSA,APNA SAMAJ PARTY,,0,,41.0,"1,54,28,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,BHAGAT GULSHAN AZAAD,DEMOCRATIC BHARATIYA SAMAJ PARTY,,0,,39.0,"46,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,RAMESH LAL KALA,INDEPENDENT,,0,,57.0,"36,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,ASHOK KUMAR JAKHU,INDEPENDENT,,0,,55.0,"25,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,BAL MUKAND BAWRA,GLOBAL REPUBLICAN PARTY,,0,,61.0,"1,00,90,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,PARAMJIT KAUR TEJI,INDEPENDENT,,0,,51.0,"50,48,587",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,TARACHAND SHEELA,LOKTANTRIK LOK RAJYAM PARTY,,0,,43.0,"18,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,JALANDHAR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,AAM AADMI PARTY,,0,,54.0,"20,76,95,398",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,YAMINI GOMAR,INDIAN NATIONAL CONGRESS,,0,,49.0,"3,26,152",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,ANITA SOM PARKASH,BHARATIYA JANATA PARTY,,0,,64.0,"1,74,93,847",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,SOHAN SINGH THANDAL,SHIROMANI AKALI DAL,,0,,69.0,"2,10,89,449",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,RANJIT KUMAR,BAHUJAN SAMAJ PARTY,,0,,52.0,"66,14,916",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,JASWANT SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,45.0,"48,98,723",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,JEEVAN SINGH TAMIL,BAHUJAN DRAVIDA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,ROHIT KUMAR TINKU,INDEPENDENT,,0,,44.0,"21,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,RAJESH,DEMOCRATIC BHARATIYA SAMAJ PARTY,,0,,45.0,"20,66,493",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,SONU SINGH PHAGWARA,INDEPENDENT,,0,,39.0,"41,63,805",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,DAVINDER SINGH,INDEPENDENT,,0,,44.0,"25,20,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,HARDEEP SINGH,NATIONALIST JUSTICE PARTY,,0,,37.0,"31,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,RAJPAL NADALI,BAHUJAN MUKTI PARTY,,0,,60.0,"66,36,212",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,BHIMRAO YASHWANT AMBEDKAR,GLOBAL REPUBLICAN PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,SATPAL,INDEPENDENT,,0,,45.0,"21,65,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,DAVINDER KUMAR SAROYA,SAMAJ BHALAI MORCHA,,0,,47.0,"38,27,964",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,HOSHIARPUR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,MALVINDER SINGH KANG,AAM AADMI PARTY,,0,,45.0,"4,19,05,973",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,VIJAY INDER SINGLA,INDIAN NATIONAL CONGRESS,,0,,52.0,"31,37,52,241",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,DR SUBHASH SHARMA,BHARATIYA JANATA PARTY,,0,,46.0,"2,57,40,692",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,PREM SINGH CHANDUMAJRA,SHIROMANI AKALI DAL,,2,,74.0,"22,28,88,307",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,JASVIR SINGH GARHI,BAHUJAN SAMAJ PARTY,,0,,44.0,"1,22,61,510",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,KUSHAL PAL SINGH MANN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,52.0,"30,57,93,432",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,GAJJAN SINGH,INDEPENDENT,,0,,45.0,"3,49,35,488",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,SIMPLE KUMAR,INDEPENDENT,,0,,32.0,"11,95,885",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,SATPAL,INDEPENDENT,,0,,43.0,"18,40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,GURMIT SINGH,INDEPENDENT,,0,,79.0,"1,02,40,601",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,DHARMINDER SINGH HARMAN,AKHIL BHARTIYA PARIVAR PARTY,,3,,39.0,"97,29,325",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,SUNIL KUMAR,BHARTIYA JAN SAMMAN PARTY,,0,,43.0,"80,30,063",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,ER DALJEET SINGH SAINI,BHARATHEEYA JAWAN KISAN PARTY,,0,,51.0,"86,74,800",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,KULWINDER SINGH,DEMOCRATIC BHARATIYA SAMAJ PARTY,,0,,50.0,"35,40,388",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,SUNAINA,BHARTIYA RASHTRIYA DAL,,0,,37.0,"1,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,ADV KULWINDER SINGH,INDEPENDENT,,0,,46.0,"7,37,20,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,MEGH RAJ,INDEPENDENT,,0,,53.0,"1,70,71,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,HARWINDER KARWAL,INDEPENDENT,,0,,52.0,"5,22,48,050",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,DAVINDER SINGH,INDEPENDENT,,0,,56.0,"33,75,594",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,DARSHAN SINGH,PUNJAB NATIONAL PARTY,,0,,64.0,"1,66,67,920",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,HANISH SHARMA,EKAM SANATAN BHARAT DAL,,0,,36.0,"42,35,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,DEEPAK SHARMA,INDEPENDENT,,0,,31.0,"1,64,75,142",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,PARMINDER SINGH,INDEPENDENT,,0,,37.0,"23,65,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,YOG RAJ SAHOTA,REVOLUTIONARY SOCIALIST PARTY,,0,,68.0,"1,01,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,RAMJAAN KHAN,INDEPENDENT,,0,,38.0,"10,25,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,ROHTASH,INDEPENDENT,,0,,39.0,"31,41,359",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,MANDAR SINGH,INDEPENDENT,,0,,35.0,"62,599",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,KIRAN JAIN,HINDUSTAN SHAKTI SENA,,0,,39.0,"77,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,ANANDPUR SAHIB,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,AMRINDER SINGH RAJA WARRING,INDIAN NATIONAL CONGRESS,,0,,46.0,"17,72,43,256",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,RAVNEET SINGH BITTU,BHARATIYA JANATA PARTY,,3,,48.0,"5,94,28,924",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,ASHOK PRASHAR PAPPI,AAM AADMI PARTY,,0,,59.0,"8,77,43,516",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,RANJIT SINGH DHILLON,SHIROMANI AKALI DAL,,0,,59.0,"5,97,38,917",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,KAMALJIT SINGH BRAR,INDEPENDENT,,0,,46.0,"3,11,49,904",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,AMRITPAL SINGH CHHANDRAN,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,DAVINDER SINGH RAMGARHIA,BAHUJAN SAMAJ PARTY,,0,,63.0,"4,16,35,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,NARESH DHINGAAN,INDEPENDENT,,0,,53.0,"16,48,048",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,RAKESH KUMAR (RICKY),SUNAHARA BHARAT PARTY,,0,,36.0,"55,46,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,ER. BALDEV RAJ KATNA (DEBI),INDEPENDENT,,0,,69.0,"2,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,PRITPAL SINGH,BAHUJAN DRAVIDA PARTY,,0,,42.0,"1,23,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,DR. PALWINDER KAUR,INDEPENDENT,,0,,42.0,"24,39,769",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,SANJEEV KUMAR (SANJU),INDEPENDENT,,0,,39.0,"8,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,RAJIV KUMAR MEHRA,JAN SEWA DRIVER PARTY,,0,,46.0,"2,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,BHUPINDER SINGH,BHARATHEEYA JAWAN KISAN PARTY,,0,,51.0,"52,43,043",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,BALJIT SINGH,INDEPENDENT,,0,,48.0,"8,91,992",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,VIPAN KUMAR BATRA,INDEPENDENT,,0,,47.0,"67,10,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,AMANDEEP SINGH,SEHAJDHARI SIKH PARTY,,0,,42.0,"1,18,86,718",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,PARAMJIT SINGH,INDEPENDENT,,0,,63.0,"23,76,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,BALVINDER SINGH BITTA,INDEPENDENT,,0,,49.0,"43,68,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,SIMRANDEEP SINGH,INDEPENDENT,,0,,34.0,"45,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,DEVINDER BHAGRIA,HINDUSTAN SHAKTI SENA,,0,,49.0,"1,62,16,294",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,KANIYA LAL (DR. KISHAN KUMAR),INDEPENDENT,,0,,41.0,"3,100",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,SUDHIR KUMAR TRIPATHI,INDEPENDENT,,0,,57.0,"10,01,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,GURDEEP SINGH KAHLON,INDEPENDENT,,4,,51.0,"31,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,DR. DEVINDER SINGH GILL,AAM LOK PARTY UNITED,,0,,47.0,"26,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,KIRPAL SINGH KAPURI,INDEPENDENT,,6,,57.0,"68,41,600",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,SANTOSH KUMAR,BHARATIYA INQALAB PARTY,,0,,48.0,"63,51,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,KAMAL PAWAR,INDEPENDENT,,0,,40.0,"26,96,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,RAVINDER PAL SINGH BABA JI BARGAR WALE,INDEPENDENT,,0,,34.0,"18,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,GURMEET SINGH KHARAY,INDEPENDENT,,0,,53.0,"1,64,35,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,RUPINDER KUMAR,INDEPENDENT,,0,,64.0,"6,64,78,142",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,CHANDI,INDEPENDENT,,0,,31.0,"13,32,610",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,BALDEV SINGH SUMAN,INDEPENDENT,,0,,57.0,"76,49,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,JAI - PARKASH JAIN (TITU BANIYA),INDEPENDENT,,0,,45.0,"49,21,009",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,HARVINDER KAUR,SAMAJIK SANGHARSH PARTY,,0,,57.0,"20,95,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,SHIVAM YADAV,GLOBAL REPUBLICAN PARTY,,0,,28.0,"2,93,446",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,BHOLA SINGH,INDEPENDENT,,0,,38.0,"11,20,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,DARSHAN SINGH DABA,NATIONALIST JUSTICE PARTY,,0,,54.0,"47,92,785",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,KULDEEP KUMAR SHARMA,INDEPENDENT,,0,,43.0,"26,80,465",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,VISHAL KUMAR ARORA,INDEPENDENT,,0,,32.0,"4,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,KARNAIL SINGH,INDEPENDENT,,0,,47.0,"3,13,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,RAJINDER GHAI,INDEPENDENT,,0,,44.0,"7,40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,LUDHIANA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,FATEHGARH SAHIB,AMAR SINGH,INDIAN NATIONAL CONGRESS,,0,,70.0,"5,42,80,612",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,FATEHGARH SAHIB,GURPREET SINGH GP,AAM AADMI PARTY,,0,,53.0,"3,12,87,737",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,FATEHGARH SAHIB,GEJJA RAM,BHARATIYA JANATA PARTY,,0,,67.0,"1,19,27,482",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,FATEHGARH SAHIB,BIKRAMJIT SINGH KHALSA,SHIROMANI AKALI DAL,,0,,53.0,"13,68,18,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
PUNJAB,FATEHGARH SAHIB,RAJ JATINDER SINGH,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,52.0,"48,11,764",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
