State,Constituency,Candidate,Party,Gender,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities,Source_URL,Year
GUJARAT,CHHOTA UDAIPUR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,MANSUKHBHAI DHANJIBHAI VASAVA,BHARATIYA JANATA PARTY,,0,,66.0,"2,54,99,808",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,CHAITARBHAI DAMJIBHAI VASAVA,AAM AADMI PARTY,,13,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,DILIPBHAI CHHOTUBHAI VASAVA,BHARAT ADIVASI PARTY,,1,,45.0,"3,80,25,530",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,SAJID YAKUB MUNSHI,INDEPENDENT,,0,,42.0,"1,10,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,VASAVA CHETANBHAI KANJIBHAI,BAHUJAN SAMAJ PARTY,,0,,56.0,"1,26,545",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,NAVINBHAI BHIKHABHAI PATEL,INDEPENDENT,,0,,64.0,"78,67,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,YUSUF VALI HASANALI,INDEPENDENT,,0,,49.0,"27,31,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,GITABEN MANUBHAI MACHHI,MALWA CONGRESS,,0,,35.0,"4,98,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,MITESHBHAI THAKORBHAI PADHIYAR,INDEPENDENT,,0,,32.0,"7,35,929",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,MIRZA AABIDBEG YASINBEG,INDEPENDENT,,0,,49.0,"75,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,ISMAIL AHMAD PATEL,INDEPENDENT,,13,,66.0,"29,61,470",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,NARAYANBHAI LILADHARJI RAVAL,INDEPENDENT,,0,,70.0,"39,38,314",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,DHARMESHKUMAR VISHNUBHAI VASAVA,INDEPENDENT,,0,,35.0,"8,79,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BHARUCH,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BARDOLI,PARBHUBHAI NAGARBHAI VASAVA,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BARDOLI,CHAUDHARY SIDDHARTH AMARSINH,INDIAN NATIONAL CONGRESS,,0,,47.0,"4,59,58,292",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BARDOLI,REKHABEN HARSINGBHAI CHAUDHARI,BAHUJAN SAMAJ PARTY,,0,,43.0,"2,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,BARDOLI,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,BHARATIYA JANATA PARTY,,0,,62.0,"17,80,13,262",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,C R PATIL,BHARATIYA JANATA PARTY,,0,,69.0,"39,49,30,044",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,NAISHADHBHAI BHUPATBHAI DESAI,INDIAN NATIONAL CONGRESS,,0,,67.0,"14,19,14,403",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,MALKHAN RAMKISHOR VARMA,BAHUJAN SAMAJ PARTY,,0,,40.0,"95,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,KIRIT L. SURATI,INDEPENDENT,,0,,49.0,"52,20,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,RAJU VARDE,INDEPENDENT,,0,,42.0,"37,65,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,RAMZAN MANSURI (SENIOR JOURNALIST),LOG PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,KADIR MAHEBOOB SAIYED,SOCIAL DEMOCRATIC PARTY OF INDIA,,0,,42.0,"20,87,012",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,DR. KANUBHAI KHADADIYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,66.0,"1,27,35,079",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,SHEKH MOHMMAD NISHAR (MUNNABHAI GARAGE),INDEPENDENT,,0,,46.0,"70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,SUMANBEN KHUSHWA (HANSIKA RAJPUT),SARDAR VALLABHBHAI PATEL PARTY,,1,,35.0,"10,25,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,MOHAMMAD HANIF SHAH,GARIB KALYAN PARTY,,0,,43.0,"1,72,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,ADVOCATE NAVINKUMAR SHANKERBHAI PATEL,INDEPENDENT,,0,,53.0,"7,45,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,CHANDANSINGH SHIVBADANSINGH THAKUR,INDEPENDENT,,0,,38.0,"14,17,900",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,KAZI AYAZ HUSNUDDIN,INDEPENDENT,,0,,39.0,"85,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,NAVSARI,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,DHAVAL LAXMANBHAI PATEL,BHARATIYA JANATA PARTY,,0,,37.0,"6,78,50,853",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,ANANTKUMAR HASMUKHBHAI PATEL,INDIAN NATIONAL CONGRESS,,4,,46.0,"1,92,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,MANAKBHAI JATRUBHAI SHANKAR,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,RAMANBHAI KARSHANBHAI PATEL,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,JAYANTIBHAI KHANDUBHAI SHALUA,VIRO KE VIR INDIAN PARTY,,0,,59.0,"20,17,875",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,CHIRAGKUMAR BHARATBHAI PATEL,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,UMESHBHAI MAGANBHAI PATEL,BAHUJAN REPUBLICAN SOCIALIST PARTY,,0,,51.0,"27,21,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
GUJARAT,VALSAD,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,VARUN CHAUDHRY,INDIAN NATIONAL CONGRESS,,0,,44.0,"25,94,68,388",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,BANTO KATARIA,BHARATIYA JANATA PARTY,,0,,59.0,"8,92,46,194",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,PAWAN RANDHAWA,BAHUJAN SAMAJ PARTY,,0,,45.0,"6,34,21,247",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,GURPREET SINGH,INDIAN NATIONAL LOK DAL,,0,,30.0,"2,45,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,KAMAL KUMAR BARARA,AAZAD SAMAJ PARTY (KANSHI RAM),,0,,42.0,"2,35,057",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,KIRAN PUNIA,JANNAYAK JANTA PARTY,,0,,57.0,"1,48,28,504",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,RAKESH KUMAR,HARYANA JANSENA PARTY,,5,,37.0,"55,98,600",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,BALJEET SINGH,BHARATHEEYA JAWAN KISAN PARTY,,0,,58.0,"1,09,87,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,MEHAR SINGH CHALIA,EKAM SANATAN BHARAT DAL,,0,,65.0,"5,52,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,GULAB SINGH NARWAL,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,55.0,"2,43,50,444",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,SURAJ KUMAR,BAHUJAN MUKTI PARTY,,0,,41.0,"36,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,MOHAR SINGH STATION MASTER (RETD.),INDEPENDENT,,0,,65.0,"43,81,051",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,BETA MAM CHAND RATTUWALA,BHARATIYA YUVA JAN EKTA PARTY,,0,,39.0,"44,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,DR. NITESH CHOPRA (HONEY),BHARTIYA SHAKTI CHETNA PARTY,,0,,35.0,"38,28,377",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,AMBALA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,NAVEEN JINDAL,BHARATIYA JANATA PARTY,,9,,54.0,"12,41,47,68,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,DR SUSHIL GUPTA,AAM AADMI PARTY,,0,,63.0,"1,69,57,73,028",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,ABHAY SINGH CHAUTALA,INDIAN NATIONAL LOK DAL,,0,,60.0,"60,70,39,332",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,DEEPAK MEHRA,BAHUJAN SAMAJ PARTY,,0,,34.0,"6,36,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,JAI KUMAR SAINI HAMIDPUR,INDEPENDENT,,1,,37.0,"1,39,90,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,PALA RAM SAINI,JANNAYAK JANTA PARTY,,0,,52.0,"20,57,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,SATBIR KASHYAP,RASHTRIYA JANSHAKTI PARTY(EKLAVYA),,0,,39.0,"2,28,100",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,KHAZAN SINGH SEHGAL,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,42.0,"16,65,538",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,MAHAVIR SINGH,EKAM SANATAN BHARAT DAL,,0,,62.0,"3,31,21,803",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,INDERJEET KAMBOJ,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,61.0,"31,42,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,PANDIT ANIL UPADHYAY,INDEPENDENT,,0,,42.0,"1,12,32,807",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,ADV ASHWINI SHARMA HRITTWAL,INDEPENDENT,,0,,61.0,"2,26,77,042",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,COMRADE OM PARKASH SHASTRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,70.0,"1,11,10,012",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,SURENDER SINGH,INDEPENDENT,,0,,53.0,"6,68,42,080",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,AMIT MALIK,INDEPENDENT,,0,,48.0,"87,63,467",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,PATASHO DEVI EX-SARPANCH,INDEPENDENT,,0,,60.0,"94,80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,DR MAHESH CHAND GAUR,INDEPENDENT,,0,,60.0,"1,59,69,114",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,JAI PARKASH SHARMA,INDEPENDENT,,0,,69.0,"1,11,55,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,VARUN GUPTA,INDEPENDENT,,0,,42.0,"1,94,61,731",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,SATNAM BHAZIGAR,LOKTANTRIK LOK RAJYAM PARTY,,0,,44.0,"5,23,800",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,NARESH KUMAR,SAMATA PARTY,,0,,63.0,"1,91,06,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,SATISH DHULL,BHARATIYA ASHA PARTY,,0,,29.0,"73,15,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,ADVOCATE PARDEEP SAINI,RASHTRIYA GARIB DAL,,0,,46.0,"91,60,700",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,SEWA SINGH,INDEPENDENT,,0,,52.0,"3,85,85,035",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,COMRADE RAMESH KHATKAR,INDEPENDENT,,2,,44.0,"90,099",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,ER VISHAL KUMAR,INDEPENDENT,,0,,26.0,"31,02,456",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,OM PARKASH INDAL,GLOBAL REPUBLICAN PARTY,,0,,69.0,"2,85,86,361",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,PHOOL SINGH,INDEPENDENT,,0,,74.0,"67,04,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,SUNNY KASHYAP TEORA,INDEPENDENT,,0,,29.0,"38,40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,RAMDIYA,INDEPENDENT,,0,,69.0,"2,49,20,758",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,MANGAT RAM,INDEPENDENT,,0,,59.0,"2,26,74,405",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KURUKSHETRA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,SELJA,INDIAN NATIONAL CONGRESS,,0,,61.0,"42,06,55,803",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,ASHOK TANWAR,BHARATIYA JANATA PARTY,,0,,48.0,"6,44,96,209",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,SANDEEP LOT VALMIKI,INDIAN NATIONAL LOK DAL,,0,,42.0,"2,19,76,409",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,RAMESH KHATAK,JANNAYAK JANTA PARTY,,0,,58.0,"2,85,17,483",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,LILU RAM ASAKHERA,BAHUJAN SAMAJ PARTY,,0,,77.0,"54,11,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,RAHUL CHOUHAN,INDEPENDENT,,0,,26.0,"74,248",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,KARNAIL SINGH ODHAN,INDEPENDENT,,0,,64.0,"7,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,SATPAL LADWAL,INDEPENDENT,,0,,38.0,"31,62,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,MISTRI DAULAT RAM ROLAN,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,39.0,"11,36,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,JOGINDER RAM,INDEPENDENT,,0,,71.0,"2,46,170",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,RAN SINGH PANWAR,INDEPENDENT,,0,,41.0,"60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,RAJINDER KUMAR,BHARATIYA ASHA PARTY,,0,,37.0,"1,53,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,BAGDAWAT RAM,INDEPENDENT,,0,,59.0,"4,60,331",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,JASVIR SINGH,INDEPENDENT,,0,,39.0,"1,55,014",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,NAVEEN KUMAR COMMANDO,INDEPENDENT,,0,,40.0,"24,11,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,SUKHDEV SINGH SANDHU,INDEPENDENT,,0,,36.0,"11,03,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,DR. RAJESH MEHANDIA,BAHUJAN REPUBLICAN SOCIALIST PARTY,,0,,48.0,"33,49,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,DHARAMPAL VARTIA,LOKTANTRIK LOK RAJYAM PARTY,,1,,35.0,"6,21,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,SURENDER KUMAR PHULAN,INDEPENDENT,,0,,46.0,"10,50,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SIRSA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,JAI PARKASH (J P) S/O HARIKESH,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,RANJIT SINGH,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,DESH RAJ,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,SUNAINA CHAUTALA,INDIAN NATIONAL LOK DAL,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,NAINA SINGH CHAUTALA,JANNAYAK JANTA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,PARDEEP DAHIYA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,JAI PRAKASH (J.P.) S/O UMA DUTT,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,JILE SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,POONAM MOR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,ISHWAR JHAJHRIA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,ATMA RAM BISHNOI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,KULBIR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,CHANDER MOHAN,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,ADVOCATE PARDEEP SIHMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,AJIT SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,DEV GIRI,RASHTRIYA LOKSWARAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,DINESH KUMAR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,MASTER VIJENDER JITPURA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,RAJENDER KUMAR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,NEERAJ KUMAR “CHHATTAR”,BHARATIYA ASHA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,MANDEEP,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,JAGAT SINGH,VIKAS INDIA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,PARJAPATI RAKESH DHUWARIA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,RANDHIR SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,SURENDER KUMAR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,SURENDER,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,VIJAY SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,YOGESH BOORA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,HISSAR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,MANOHAR LAL,BHARATIYA JANATA PARTY,,0,,70.0,"2,54,42,914",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,DIVYANSHU BUDHIRAJA,INDIAN NATIONAL CONGRESS,,5,,30.0,"3,88,567",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,INDER SINGH,BAHUJAN SAMAJ PARTY,,0,,53.0,"3,48,48,104",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,MARATHA VIRENDER VERMA,NATIONALIST CONGRESS PARTY – SHARADCHANDRA PAWAR,,0,,74.0,"82,82,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,DEVENDER KADIAN,JANNAYAK JANTA PARTY,,0,,46.0,"22,15,80,311",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,MANOJ BANSAL,INDEPENDENT,,0,,49.0,"2,10,43,816",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,GULSHAN KASHYAP,INDEPENDENT,,0,,27.0,"15,67,684",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,ASHOK KATARIA,SAMST SAMAJ PARTY,,0,,44.0,"88,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,HARJEET SINGH VIRK,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),,0,,37.0,"7,37,400",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,SONIA,INDEPENDENT,,2,,37.0,"56,16,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,MANISH,INDEPENDENT,,0,,37.0,"4,17,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,LEENA KOHLI,INDEPENDENT,,0,,48.0,"3,49,29,664",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,NITIN GEHLOT,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,37.0,"63,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,BALWAN SINGH,INDEPENDENT,,0,,66.0,"3,06,65,519",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
